EMAIL_INTERACTION_ID,CUSTOMER_ID,TIER,EMAIL_DATE,DELIVERY_STATUS,OPENED_FLAG,CLICKED_FLAG,REPLY_RECEIVED,REACH_BACK,EMAIL_TYPE,SUBJECT_CATEGORY
EML012065,1817107641,tier_1,2025-03-20,Delivered,false,false,false,false,Follow-up,Generic
EML012066,5159287138,unidentified,2025-11-18,Delivered,true,false,false,false,Reminder,Awareness
EML012067,6409782227,tier_1,2025-07-11,Delivered,false,false,false,false,Promo,Product
EML012068,6409782227,tier_1,2025-03-30,Delivered,true,false,false,false,Follow-up,Offer
EML012069,6409782227,tier_1,2025-01-30,Delivered,false,false,false,false,Promo,Awareness
EML012070,6409782227,tier_1,2025-02-22,Delivered,false,false,false,false,Education,Generic
EML012071,6409782227,tier_1,2025-07-23,Delivered,false,false,false,false,Reminder,Offer
EML012072,6409782227,tier_1,2025-01-11,Delivered,false,false,false,false,Follow-up,Offer
EML012073,6409782227,tier_1,2025-06-04,Delivered,true,false,false,false,Education,Generic
EML012074,6409782227,tier_1,2025-11-26,Delivered,false,false,false,false,Promo,Product
EML012075,6409782227,tier_1,2025-09-17,Delivered,true,false,false,false,Education,Product
EML012076,6409782227,tier_1,2025-09-17,Delivered,false,false,false,false,Promo,Product
EML012077,6409782227,tier_1,2025-07-23,Delivered,true,false,false,false,Reminder,Offer
EML012078,9092293455,tier_2,2025-04-06,Delivered,true,false,false,false,Follow-up,Product
EML012079,9092293455,tier_2,2025-12-08,Delivered,true,false,false,false,Education,Generic
EML012080,9092293455,tier_2,2025-05-31,Delivered,false,false,false,false,Promo,Offer
EML012081,9092293455,tier_2,2025-10-10,Delivered,true,false,false,false,Reminder,Awareness
EML012082,9092293455,tier_2,2025-03-09,Delivered,false,false,false,false,Follow-up,Awareness
EML012083,9092293455,tier_2,2025-07-07,Delivered,false,false,false,false,Follow-up,Awareness
EML012084,9092293455,tier_2,2025-06-09,Bounced,false,false,false,false,Promo,Generic
EML012085,9092293455,tier_2,2025-08-24,Delivered,true,false,false,false,Follow-up,Offer
EML012086,7647549380,tier_1,2025-03-12,Delivered,true,true,false,false,Follow-up,Product
EML012087,7647549380,tier_1,2025-07-24,Delivered,true,false,false,false,Promo,Awareness
EML012088,7647549380,tier_1,2025-03-17,Delivered,true,false,false,false,Education,Offer
EML012089,7647549380,tier_1,2025-07-17,Delivered,true,false,false,false,Follow-up,Generic
EML012090,7647549380,tier_1,2025-05-27,Delivered,true,false,true,false,Reminder,Awareness
EML012091,7647549380,tier_1,2025-03-18,Delivered,true,false,false,false,Reminder,Offer
EML012092,7647549380,tier_1,2025-11-26,Delivered,true,false,false,false,Education,Offer
EML012093,7647549380,tier_1,2025-01-02,Delivered,false,false,false,false,Education,Offer
EML012094,7647549380,tier_1,2025-09-20,Delivered,false,false,false,false,Promo,Generic
EML012095,7647549380,tier_1,2025-07-22,Delivered,false,false,false,false,Education,Product
EML012096,7647549380,tier_1,2025-02-09,Delivered,true,false,false,false,Education,Offer
EML012097,7647549380,tier_1,2025-11-18,Delivered,false,false,false,false,Reminder,Product
EML012098,5121511428,tier_2,2025-03-23,Delivered,false,false,false,false,Promo,Offer
EML012099,5121511428,tier_2,2025-12-23,Delivered,true,false,false,false,Education,Generic
EML012100,5121511428,tier_2,2025-02-24,Delivered,false,false,false,false,Promo,Generic
EML012101,5121511428,tier_2,2025-08-18,Delivered,true,false,false,false,Reminder,Offer
EML012102,5121511428,tier_2,2025-04-03,Delivered,false,false,false,false,Promo,Offer
EML012103,5121511428,tier_2,2025-07-29,Delivered,false,false,false,false,Education,Offer
EML012104,5121511428,tier_2,2025-12-11,Delivered,true,false,false,true,Follow-up,Offer
EML012105,5121511428,tier_2,2025-08-17,Delivered,false,false,false,false,Reminder,Awareness
EML012106,7302618775,tier_2,2025-08-22,Delivered,false,false,false,false,Follow-up,Generic
EML012107,7302618775,tier_2,2025-03-19,Delivered,true,false,false,false,Follow-up,Awareness
EML012108,7302618775,tier_2,2025-06-14,Delivered,true,false,false,false,Promo,Offer
EML012109,7302618775,tier_2,2025-03-01,Delivered,false,false,false,false,Follow-up,Generic
EML012110,7302618775,tier_2,2025-04-05,Delivered,false,false,false,false,Follow-up,Offer
EML012111,7302618775,tier_2,2025-03-20,Delivered,false,false,false,false,Education,Generic
EML012112,7302618775,tier_2,2025-10-10,Delivered,true,false,true,false,Reminder,Generic
EML012113,7261529634,tier_1,2025-12-28,Delivered,false,false,false,false,Follow-up,Product
EML012114,7261529634,tier_1,2025-09-16,Delivered,false,false,false,false,Follow-up,Offer
EML012115,7261529634,tier_1,2025-03-10,Delivered,true,false,true,false,Follow-up,Offer
EML012116,7261529634,tier_1,2025-06-30,Delivered,false,false,false,false,Promo,Product
EML012117,7261529634,tier_1,2025-10-18,Delivered,true,false,false,true,Reminder,Awareness
EML012118,7261529634,tier_1,2025-03-12,Delivered,true,false,false,false,Promo,Generic
EML012119,7261529634,tier_1,2025-01-01,Delivered,false,false,false,false,Follow-up,Awareness
EML012120,7261529634,tier_1,2025-05-01,Delivered,true,false,false,false,Reminder,Product
EML012121,7261529634,tier_1,2025-12-05,Delivered,true,false,true,false,Education,Awareness
EML012122,6681465263,tier_1,2025-07-11,Delivered,false,false,false,false,Education,Generic
EML012123,6681465263,tier_1,2025-12-19,Delivered,true,false,false,false,Education,Awareness
EML012124,6681465263,tier_1,2025-08-15,Delivered,false,false,false,false,Education,Awareness
EML012125,6681465263,tier_1,2025-08-16,Delivered,true,false,false,false,Promo,Product
EML012126,6681465263,tier_1,2025-08-24,Delivered,true,false,false,false,Education,Offer
EML012127,6681465263,tier_1,2025-08-24,Delivered,false,false,false,false,Education,Offer
EML012128,6681465263,tier_1,2025-03-28,Delivered,true,false,false,false,Education,Awareness
EML012129,6681465263,tier_1,2025-09-02,Delivered,false,false,false,false,Reminder,Awareness
EML012130,6681465263,tier_1,2025-08-06,Delivered,false,false,false,false,Follow-up,Product
EML012131,6681465263,tier_1,2025-01-10,Delivered,false,false,false,false,Education,Product
EML012132,6681465263,tier_1,2025-05-24,Delivered,false,false,false,false,Promo,Product
EML012133,6681465263,tier_1,2025-11-11,Delivered,true,false,false,false,Reminder,Offer
EML012134,8421445335,tier_2,2025-05-10,Delivered,false,false,false,false,Reminder,Product
EML012135,8421445335,tier_2,2025-07-10,Bounced,false,false,false,false,Reminder,Offer
EML012136,8421445335,tier_2,2025-10-22,Delivered,true,false,true,false,Promo,Awareness
EML012137,8421445335,tier_2,2025-10-01,Delivered,false,false,false,false,Follow-up,Awareness
EML012138,8421445335,tier_2,2025-08-09,Delivered,false,false,false,false,Follow-up,Awareness
EML012139,8421445335,tier_2,2025-08-12,Delivered,false,false,false,false,Promo,Product
EML012140,8421445335,tier_2,2025-05-21,Delivered,true,true,false,false,Education,Offer
EML012141,8421445335,tier_2,2025-03-19,Delivered,true,false,false,true,Promo,Generic
EML012142,6292586257,unidentified,2025-08-16,Delivered,false,false,false,false,Education,Awareness
EML012143,2193115129,tier_2,2025-05-31,Delivered,false,false,false,false,Follow-up,Product
EML012144,2193115129,tier_2,2025-11-01,Delivered,false,false,false,false,Reminder,Awareness
EML012145,2193115129,tier_2,2025-07-11,Delivered,true,false,false,false,Promo,Generic
EML012146,2193115129,tier_2,2025-07-23,Delivered,false,false,false,false,Follow-up,Generic
EML012147,2193115129,tier_2,2025-04-09,Delivered,false,false,false,false,Follow-up,Awareness
EML012148,2193115129,tier_2,2025-05-18,Delivered,false,false,false,false,Follow-up,Generic
EML012149,2193115129,tier_2,2025-01-31,Delivered,true,false,false,false,Promo,Awareness
EML012150,2193115129,tier_2,2025-01-11,Delivered,true,true,false,false,Promo,Offer
EML012151,8948453877,unidentified,2025-11-22,Delivered,false,false,false,false,Promo,Product
EML012152,8948453877,unidentified,2025-01-01,Delivered,false,false,false,false,Education,Product
EML012153,8948453877,unidentified,2025-10-16,Delivered,false,false,false,false,Promo,Awareness
EML012154,6269395653,tier_2,2025-04-13,Delivered,false,false,false,false,Reminder,Awareness
EML012155,6269395653,tier_2,2025-11-03,Delivered,true,false,false,false,Reminder,Offer
EML012156,6269395653,tier_2,2025-05-25,Delivered,false,false,false,false,Education,Product
EML012157,6269395653,tier_2,2025-10-24,Delivered,false,false,false,false,Education,Awareness
EML012158,6269395653,tier_2,2025-06-27,Delivered,true,false,false,false,Promo,Generic
EML012159,6269395653,tier_2,2025-07-16,Bounced,false,false,false,false,Reminder,Generic
EML012160,6269395653,tier_2,2025-05-01,Delivered,true,false,false,false,Promo,Generic
EML012161,6269395653,tier_2,2025-02-23,Delivered,false,false,false,false,Education,Offer
EML012162,6412931521,tier_1,2025-09-27,Delivered,true,true,false,false,Education,Product
EML012163,6412931521,tier_1,2025-02-09,Delivered,true,false,false,false,Reminder,Product
EML012164,6412931521,tier_1,2025-01-07,Delivered,false,false,false,false,Education,Awareness
EML012165,6412931521,tier_1,2025-05-27,Delivered,false,false,false,false,Reminder,Generic
EML012166,6412931521,tier_1,2025-06-03,Delivered,false,false,false,false,Follow-up,Offer
EML012167,6412931521,tier_1,2025-05-04,Delivered,false,false,false,false,Follow-up,Offer
EML012168,6412931521,tier_1,2025-02-17,Delivered,false,false,false,false,Reminder,Offer
EML012169,6412931521,tier_1,2025-02-12,Delivered,true,false,false,true,Promo,Offer
EML012170,6412931521,tier_1,2025-05-22,Delivered,true,false,false,false,Follow-up,Awareness
EML012171,5313029316,tier_1,2025-08-13,Delivered,false,false,false,false,Promo,Generic
EML012172,5313029316,tier_1,2025-11-03,Delivered,true,false,false,false,Follow-up,Product
EML012173,5313029316,tier_1,2025-10-27,Delivered,false,false,false,false,Follow-up,Awareness
EML012174,5313029316,tier_1,2025-08-26,Delivered,true,false,false,false,Follow-up,Awareness
EML012175,5313029316,tier_1,2025-11-02,Delivered,false,false,false,false,Reminder,Offer
EML012176,5313029316,tier_1,2025-07-05,Delivered,true,false,false,false,Promo,Offer
EML012177,5313029316,tier_1,2025-09-10,Delivered,true,false,false,false,Promo,Awareness
EML012178,5313029316,tier_1,2025-09-10,Delivered,false,false,false,false,Promo,Awareness
EML012179,5313029316,tier_1,2025-06-13,Delivered,true,true,false,false,Education,Awareness
EML012180,3722567306,unidentified,2025-06-11,Delivered,false,false,false,false,Education,Generic
EML012181,3722567306,unidentified,2025-11-01,Delivered,false,false,false,false,Follow-up,Product
EML012182,3722567306,unidentified,2025-07-02,Delivered,false,false,false,false,Promo,Product
EML012183,4709575217,tier_3,2025-08-27,Delivered,true,true,false,false,Follow-up,Offer
EML012184,4709575217,tier_3,2025-05-12,Delivered,true,false,false,false,Follow-up,Product
EML012185,4709575217,tier_3,2025-07-24,Delivered,false,false,false,false,Promo,Generic
EML012186,4709575217,tier_3,2025-02-23,Delivered,false,false,false,false,Reminder,Offer
EML012187,4703245224,unidentified,2025-06-27,Delivered,true,true,false,false,Promo,Product
EML012188,5839977076,tier_3,2025-10-15,Delivered,false,false,false,false,Promo,Generic
EML012189,5839977076,tier_3,2025-04-02,Delivered,false,false,false,false,Reminder,Generic
EML012190,5839977076,tier_3,2025-09-15,Delivered,false,false,false,false,Reminder,Product
EML012191,5839977076,tier_3,2025-08-04,Delivered,false,false,false,false,Promo,Offer
EML012192,6286903972,tier_1,2025-09-12,Delivered,true,false,false,false,Education,Product
EML012193,6286903972,tier_1,2025-11-18,Delivered,false,false,false,false,Reminder,Awareness
EML012194,6286903972,tier_1,2025-03-14,Delivered,false,false,false,false,Reminder,Offer
EML012195,6286903972,tier_1,2025-08-16,Delivered,true,false,false,false,Reminder,Offer
EML012196,6286903972,tier_1,2025-01-15,Delivered,true,true,false,false,Follow-up,Awareness
EML012197,6286903972,tier_1,2025-09-26,Delivered,true,false,false,false,Promo,Generic
EML012198,6286903972,tier_1,2025-08-07,Delivered,false,false,false,false,Reminder,Awareness
EML012199,6286903972,tier_1,2025-10-27,Delivered,false,false,false,false,Reminder,Offer
EML012200,6286903972,tier_1,2025-11-14,Delivered,false,false,false,false,Reminder,Offer
EML012201,6286903972,tier_1,2025-08-04,Delivered,false,false,false,false,Follow-up,Awareness
EML012202,6286903972,tier_1,2025-07-08,Delivered,false,false,false,false,Follow-up,Generic
EML012203,6286903972,tier_1,2025-09-12,Bounced,false,false,false,false,Reminder,Generic
EML012204,6140211340,tier_1,2025-10-03,Delivered,false,false,false,false,Education,Awareness
EML012205,6140211340,tier_1,2025-03-17,Delivered,false,false,false,false,Promo,Awareness
EML012206,6140211340,tier_1,2025-07-29,Delivered,true,false,false,false,Reminder,Generic
EML012207,6140211340,tier_1,2025-12-30,Delivered,true,true,false,false,Reminder,Offer
EML012208,6140211340,tier_1,2025-09-12,Delivered,false,false,false,false,Reminder,Generic
EML012209,6140211340,tier_1,2025-11-04,Delivered,false,false,false,false,Education,Generic
EML012210,6140211340,tier_1,2025-08-16,Delivered,false,false,false,false,Follow-up,Generic
EML012211,6140211340,tier_1,2025-07-16,Delivered,false,false,false,false,Follow-up,Awareness
EML012212,9897776712,tier_1,2025-06-03,Delivered,false,false,false,false,Education,Product
EML012213,9897776712,tier_1,2025-09-26,Delivered,true,false,false,false,Follow-up,Product
EML012214,9897776712,tier_1,2025-04-18,Delivered,false,false,false,false,Reminder,Offer
EML012215,9897776712,tier_1,2025-04-15,Delivered,false,false,false,false,Follow-up,Product
EML012216,9897776712,tier_1,2025-03-04,Delivered,false,false,false,false,Education,Generic
EML012217,9897776712,tier_1,2025-07-29,Delivered,true,false,false,false,Follow-up,Generic
EML012218,9897776712,tier_1,2025-07-20,Delivered,true,false,true,false,Education,Offer
EML012219,9897776712,tier_1,2025-06-23,Delivered,true,false,false,false,Promo,Product
EML012220,9897776712,tier_1,2025-04-24,Delivered,false,false,false,false,Reminder,Offer
EML012221,9897776712,tier_1,2025-01-30,Delivered,true,true,false,false,Reminder,Product
EML012222,9897776712,tier_1,2025-07-18,Bounced,false,false,false,false,Promo,Awareness
EML012223,9897776712,tier_1,2025-01-11,Delivered,true,false,false,false,Follow-up,Product
EML012224,2206522406,unidentified,2025-04-28,Delivered,false,false,false,false,Reminder,Product
EML012225,2206522406,unidentified,2025-08-29,Delivered,true,false,false,false,Education,Generic
EML012226,5685012171,tier_2,2025-09-08,Delivered,true,false,false,false,Education,Offer
EML012227,5685012171,tier_2,2025-04-29,Delivered,true,true,false,false,Follow-up,Awareness
EML012228,5685012171,tier_2,2025-07-23,Delivered,false,false,false,false,Reminder,Product
EML012229,5685012171,tier_2,2025-02-15,Delivered,true,false,false,false,Promo,Awareness
EML012230,5685012171,tier_2,2025-01-21,Delivered,false,false,false,false,Reminder,Offer
EML012231,5685012171,tier_2,2025-02-24,Delivered,true,false,false,false,Education,Generic
EML012232,9072226363,unidentified,2025-02-09,Delivered,true,false,false,false,Education,Offer
EML012233,9072226363,unidentified,2025-10-28,Delivered,false,false,false,false,Education,Product
EML012234,6183259548,tier_2,2025-03-03,Delivered,false,false,false,false,Reminder,Generic
EML012235,6183259548,tier_2,2025-01-24,Delivered,false,false,false,false,Education,Awareness
EML012236,6183259548,tier_2,2025-08-19,Delivered,false,false,false,false,Promo,Awareness
EML012237,6183259548,tier_2,2025-07-30,Delivered,false,false,false,false,Follow-up,Offer
EML012238,6183259548,tier_2,2025-11-15,Delivered,false,false,false,false,Reminder,Product
EML012239,6183259548,tier_2,2025-10-12,Delivered,false,false,false,false,Follow-up,Offer
EML012240,8014085113,tier_2,2025-06-13,Delivered,false,false,false,false,Education,Product
EML012241,8014085113,tier_2,2025-03-09,Delivered,false,false,false,false,Education,Offer
EML012242,8014085113,tier_2,2025-05-31,Delivered,true,false,false,true,Promo,Product
EML012243,8014085113,tier_2,2025-11-24,Delivered,false,false,false,false,Promo,Product
EML012244,8014085113,tier_2,2025-08-05,Delivered,true,false,false,false,Follow-up,Generic
EML012245,8014085113,tier_2,2025-06-26,Bounced,false,false,false,false,Follow-up,Offer
EML012246,8014085113,tier_2,2025-03-10,Delivered,true,false,false,false,Reminder,Generic
EML012247,8014085113,tier_2,2025-01-29,Delivered,true,true,false,false,Reminder,Product
EML012248,5749697783,unidentified,2025-01-05,Delivered,true,false,true,false,Reminder,Awareness
EML012249,5749697783,unidentified,2025-10-10,Delivered,false,false,false,false,Promo,Awareness
EML012250,3786801835,tier_3,2025-06-24,Delivered,false,false,false,false,Follow-up,Offer
EML012251,3786801835,tier_3,2025-03-22,Bounced,false,false,false,false,Follow-up,Awareness
EML012252,3786801835,tier_3,2025-07-28,Delivered,true,false,false,false,Promo,Product
EML012253,3786801835,tier_3,2025-07-13,Delivered,true,false,false,false,Follow-up,Awareness
EML012254,3786801835,tier_3,2025-11-04,Delivered,false,false,false,false,Promo,Generic
EML012255,3786801835,tier_3,2025-09-22,Delivered,false,false,false,false,Promo,Offer
EML012256,3786801835,tier_3,2025-09-21,Delivered,true,false,false,false,Education,Product
EML012257,8461327567,unidentified,2025-07-12,Delivered,false,false,false,false,Follow-up,Offer
EML012258,8461327567,unidentified,2025-12-28,Delivered,false,false,false,false,Promo,Product
EML012259,2136294266,tier_2,2025-05-06,Delivered,false,false,false,false,Education,Product
EML012260,2136294266,tier_2,2025-04-02,Delivered,true,false,false,false,Education,Awareness
EML012261,2136294266,tier_2,2025-03-29,Delivered,false,false,false,false,Follow-up,Product
EML012262,2136294266,tier_2,2025-12-23,Delivered,false,false,false,false,Promo,Product
EML012263,2136294266,tier_2,2025-07-27,Delivered,true,false,false,false,Promo,Offer
EML012264,2136294266,tier_2,2025-01-23,Delivered,true,false,false,false,Education,Product
EML012265,2136294266,tier_2,2025-07-01,Delivered,false,false,false,false,Reminder,Awareness
EML012266,6975302615,tier_2,2025-10-13,Delivered,false,false,false,false,Promo,Offer
EML012267,6975302615,tier_2,2025-07-17,Delivered,false,false,false,false,Reminder,Product
EML012268,6975302615,tier_2,2025-01-29,Delivered,false,false,false,false,Promo,Product
EML012269,6975302615,tier_2,2025-07-10,Bounced,false,false,false,false,Promo,Generic
EML012270,6975302615,tier_2,2025-05-25,Delivered,false,false,false,false,Education,Offer
EML012271,6975302615,tier_2,2025-01-23,Delivered,true,false,false,false,Reminder,Awareness
EML012272,6975302615,tier_2,2025-10-08,Delivered,false,false,false,false,Promo,Awareness
EML012273,6975302615,tier_2,2025-01-28,Delivered,false,false,false,false,Education,Awareness
EML012274,5956305147,unidentified,2025-04-06,Delivered,false,false,false,false,Follow-up,Awareness
EML012275,5956305147,unidentified,2025-09-22,Delivered,false,false,false,false,Reminder,Offer
EML012276,7482549707,unidentified,2025-12-27,Delivered,false,false,false,false,Promo,Generic
EML012277,5016034309,unidentified,2025-02-05,Delivered,false,false,false,false,Follow-up,Offer
EML012278,5016034309,unidentified,2025-06-15,Delivered,false,false,false,false,Promo,Product
EML012279,8578862928,tier_3,2025-04-01,Delivered,true,true,false,false,Follow-up,Generic
EML012280,8578862928,tier_3,2025-02-21,Delivered,false,false,false,false,Education,Generic
EML012281,8578862928,tier_3,2025-05-15,Delivered,false,false,false,false,Promo,Generic
EML012282,8578862928,tier_3,2025-06-06,Delivered,false,false,false,false,Reminder,Product
EML012283,8578862928,tier_3,2025-07-14,Delivered,false,false,false,false,Education,Generic
EML012284,8578862928,tier_3,2025-09-13,Delivered,false,false,false,false,Follow-up,Offer
EML012285,8578862928,tier_3,2025-02-19,Delivered,false,false,false,false,Reminder,Product
EML012286,7373890042,unidentified,2025-01-23,Delivered,false,false,false,false,Reminder,Product
EML012287,2389834500,tier_3,2025-02-15,Delivered,false,false,false,false,Reminder,Product
EML012288,2389834500,tier_3,2025-10-21,Delivered,false,false,false,false,Follow-up,Product
EML012289,2389834500,tier_3,2025-06-19,Delivered,false,false,false,false,Reminder,Offer
EML012290,2389834500,tier_3,2025-10-10,Delivered,false,false,false,false,Education,Product
EML012291,2389834500,tier_3,2025-04-25,Delivered,false,false,false,false,Reminder,Awareness
EML012292,2389834500,tier_3,2025-12-16,Delivered,false,false,false,false,Promo,Offer
EML012293,4804829851,tier_2,2025-11-12,Delivered,false,false,false,false,Education,Generic
EML012294,4804829851,tier_2,2025-05-21,Delivered,false,false,false,false,Promo,Product
EML012295,4804829851,tier_2,2025-11-10,Delivered,true,false,false,false,Education,Awareness
EML012296,4804829851,tier_2,2025-01-13,Delivered,false,false,false,false,Education,Awareness
EML012297,4804829851,tier_2,2025-12-21,Delivered,true,false,true,false,Reminder,Offer
EML012298,4804829851,tier_2,2025-08-16,Delivered,true,false,false,false,Reminder,Awareness
EML012299,4804829851,tier_2,2025-02-17,Delivered,true,false,false,false,Education,Offer
EML012300,4804829851,tier_2,2025-12-12,Delivered,false,false,false,false,Reminder,Awareness
EML012301,4804829851,tier_2,2025-01-06,Delivered,false,false,false,false,Follow-up,Product
EML012302,5559712104,unidentified,2025-03-05,Delivered,false,false,false,false,Reminder,Product
EML012303,6959074742,tier_2,2025-08-23,Delivered,false,false,false,false,Reminder,Awareness
EML012304,6959074742,tier_2,2025-08-21,Delivered,false,false,false,false,Follow-up,Product
EML012305,6959074742,tier_2,2025-04-13,Delivered,false,false,false,false,Education,Offer
EML012306,6959074742,tier_2,2025-02-11,Delivered,false,false,false,false,Promo,Generic
EML012307,6959074742,tier_2,2025-06-24,Delivered,false,false,false,false,Education,Awareness
EML012308,6959074742,tier_2,2025-08-28,Delivered,false,false,false,false,Promo,Awareness
EML012309,6959074742,tier_2,2025-02-08,Delivered,false,false,false,false,Education,Generic
EML012310,6959074742,tier_2,2025-10-16,Bounced,false,false,false,false,Promo,Awareness
EML012311,6959074742,tier_2,2025-04-16,Delivered,false,false,false,false,Education,Offer
EML012312,9493903614,unidentified,2025-09-04,Delivered,false,false,false,false,Follow-up,Offer
EML012313,9493903614,unidentified,2025-09-25,Delivered,false,false,false,false,Education,Generic
EML012314,7899412391,unidentified,2025-03-17,Delivered,false,false,false,false,Education,Product
EML012315,1060770518,tier_2,2025-10-31,Delivered,false,false,false,false,Follow-up,Generic
EML012316,1060770518,tier_2,2025-03-29,Delivered,true,false,false,false,Reminder,Offer
EML012317,1060770518,tier_2,2025-12-22,Bounced,false,false,false,false,Education,Awareness
EML012318,1060770518,tier_2,2025-09-03,Delivered,true,false,true,true,Reminder,Awareness
EML012319,1060770518,tier_2,2025-09-14,Delivered,true,false,false,false,Follow-up,Generic
EML012320,1060770518,tier_2,2025-05-14,Delivered,false,false,false,false,Education,Awareness
EML012321,7342586155,tier_1,2025-04-06,Delivered,false,false,false,false,Follow-up,Offer
EML012322,7342586155,tier_1,2025-01-14,Delivered,false,false,false,false,Education,Awareness
EML012323,7342586155,tier_1,2025-08-22,Delivered,true,false,false,false,Education,Product
EML012324,7342586155,tier_1,2025-03-29,Bounced,false,false,false,false,Follow-up,Offer
EML012325,7342586155,tier_1,2025-10-02,Delivered,false,false,false,false,Follow-up,Awareness
EML012326,7342586155,tier_1,2025-12-06,Delivered,false,false,false,false,Education,Offer
EML012327,7342586155,tier_1,2025-12-26,Delivered,true,false,false,false,Reminder,Product
EML012328,7342586155,tier_1,2025-01-20,Delivered,false,false,false,false,Reminder,Awareness
EML012329,7342586155,tier_1,2025-08-14,Delivered,false,false,false,false,Follow-up,Offer
EML012330,7307177130,tier_2,2025-09-16,Delivered,false,false,false,false,Reminder,Offer
EML012331,7307177130,tier_2,2025-03-17,Bounced,false,false,false,false,Follow-up,Awareness
EML012332,7307177130,tier_2,2025-02-08,Delivered,false,false,false,false,Promo,Generic
EML012333,7307177130,tier_2,2025-11-30,Delivered,false,false,false,false,Education,Awareness
EML012334,7307177130,tier_2,2025-06-16,Delivered,false,false,false,false,Education,Offer
EML012335,7307177130,tier_2,2025-11-27,Delivered,false,false,false,false,Education,Awareness
EML012336,8103216600,unidentified,2025-04-07,Delivered,false,false,false,false,Follow-up,Generic
EML012337,8103216600,unidentified,2025-11-23,Delivered,true,false,false,false,Education,Product
EML012338,3183300335,unidentified,2025-09-29,Delivered,true,false,false,false,Follow-up,Offer
EML012339,5226791234,tier_3,2025-03-15,Delivered,false,false,false,false,Promo,Product
EML012340,5226791234,tier_3,2025-09-04,Delivered,false,false,false,false,Follow-up,Awareness
EML012341,5226791234,tier_3,2025-02-23,Delivered,false,false,false,false,Promo,Awareness
EML012342,5226791234,tier_3,2025-03-18,Delivered,false,false,false,false,Promo,Offer
EML012343,5226791234,tier_3,2025-02-17,Delivered,false,false,false,false,Follow-up,Product
EML012344,5723140774,unidentified,2025-10-26,Delivered,true,false,false,true,Promo,Product
EML012345,5723140774,unidentified,2025-08-18,Delivered,false,false,false,false,Education,Awareness
EML012346,5723140774,unidentified,2025-12-22,Delivered,true,false,false,false,Follow-up,Awareness
EML012347,8581241189,tier_1,2025-04-04,Delivered,true,false,false,false,Education,Offer
EML012348,8581241189,tier_1,2025-09-08,Delivered,false,false,false,false,Education,Offer
EML012349,8581241189,tier_1,2025-02-20,Delivered,true,false,false,false,Promo,Generic
EML012350,8581241189,tier_1,2025-08-05,Delivered,true,false,false,true,Follow-up,Generic
EML012351,8581241189,tier_1,2025-05-11,Delivered,true,false,false,false,Promo,Offer
EML012352,8581241189,tier_1,2025-01-11,Delivered,false,false,false,false,Reminder,Product
EML012353,8581241189,tier_1,2025-01-10,Delivered,false,false,false,false,Promo,Generic
EML012354,8581241189,tier_1,2025-05-30,Delivered,false,false,false,false,Reminder,Generic
EML012355,1350708722,tier_1,2025-06-16,Delivered,true,true,false,false,Follow-up,Generic
EML012356,1350708722,tier_1,2025-10-09,Bounced,false,false,false,false,Promo,Awareness
EML012357,1350708722,tier_1,2025-09-27,Delivered,true,false,false,false,Promo,Generic
EML012358,1350708722,tier_1,2025-07-06,Delivered,true,false,false,false,Education,Offer
EML012359,1350708722,tier_1,2025-05-10,Delivered,true,false,true,true,Reminder,Generic
EML012360,1350708722,tier_1,2025-07-18,Delivered,true,false,false,false,Reminder,Product
EML012361,1350708722,tier_1,2025-04-04,Delivered,false,false,false,false,Promo,Offer
EML012362,1350708722,tier_1,2025-08-17,Delivered,false,false,false,false,Promo,Product
EML012363,1350708722,tier_1,2025-11-18,Delivered,true,false,false,false,Follow-up,Product
EML012364,1350708722,tier_1,2025-04-14,Delivered,false,false,false,false,Promo,Offer
EML012365,1350708722,tier_1,2025-01-02,Bounced,false,false,false,false,Follow-up,Offer
EML012366,9045237958,tier_3,2025-03-25,Delivered,false,false,false,false,Follow-up,Offer
EML012367,9045237958,tier_3,2025-09-18,Delivered,false,false,false,false,Promo,Generic
EML012368,9045237958,tier_3,2025-01-10,Delivered,false,false,false,false,Education,Awareness
EML012369,9045237958,tier_3,2025-03-30,Delivered,false,false,false,false,Education,Offer
EML012370,9045237958,tier_3,2025-09-09,Delivered,false,false,false,false,Follow-up,Generic
EML012371,9045237958,tier_3,2025-03-04,Delivered,false,false,false,false,Reminder,Awareness
EML012372,3904871912,tier_1,2025-09-01,Delivered,true,true,false,false,Reminder,Generic
EML012373,3904871912,tier_1,2025-08-16,Delivered,false,false,false,false,Education,Offer
EML012374,3904871912,tier_1,2025-04-23,Delivered,true,false,true,false,Education,Generic
EML012375,3904871912,tier_1,2025-08-14,Delivered,true,false,false,false,Follow-up,Product
EML012376,3904871912,tier_1,2025-05-31,Delivered,false,false,false,false,Education,Generic
EML012377,3904871912,tier_1,2025-05-27,Delivered,true,false,false,false,Education,Offer
EML012378,3904871912,tier_1,2025-03-19,Delivered,false,false,false,false,Reminder,Offer
EML012379,3904871912,tier_1,2025-06-26,Delivered,true,false,false,false,Reminder,Awareness
EML012380,3904871912,tier_1,2025-07-10,Delivered,false,false,false,false,Education,Awareness
EML012381,3904871912,tier_1,2025-06-13,Bounced,false,false,false,false,Promo,Product
EML012382,3057603991,unidentified,2025-06-12,Delivered,false,false,false,false,Follow-up,Generic
EML012383,3057603991,unidentified,2025-08-04,Delivered,false,false,false,false,Education,Awareness
