MONTH,AREA,TERRITORY,CHANNEL,PACKAGE,IMPRESSIONS,REACH,FREQUENCY,VIEWABLE_IMPRESSIONS,VIEWABILITY_RATE,CLICKS,COST,CTR,AVG_CPC,CPM,POST_VIEW_SESSIONS,POST_CLICK_SESSIONS
2025-06,Area_3,T042,Display,P_06,1549561,490315,3.16,1159453,0.7482,1158,267656.19,0.00075,231.14,172.73,5276,1078
2025-07,Area_3,T042,Display,P_07,1134645,371717,3.05,869587,0.7664,2277,177118.24,0.00201,77.79,156.10,10368,1830
2025-08,Area_3,T042,Display,P_08,1266362,656152,1.93,743351,0.5870,3802,67867.51,0.00300,17.85,53.59,25118,5048
2025-09,Area_3,T042,Display,P_09,236718,67769,3.49,150910,0.6375,161,15297.02,0.00068,95.01,64.62,1588,197
2025-10,Area_3,T042,Display,P_10,1454700,806014,1.80,1130056,0.7768,1803,253807.71,0.00124,140.77,174.47,16501,1825
2025-11,Area_3,T042,Display,P_11,1657305,625655,2.65,1103535,0.6659,5137,53320.37,0.00310,10.38,32.17,44808,5838
2025-12,Area_3,T042,Display,P_12,1222533,405239,3.02,850747,0.6959,4936,124541.58,0.00404,25.23,101.87,20601,6124
2025-01,Area_7,T091,Display,P_01,207885,67151,3.10,176296,0.8480,108,37299.88,0.00052,345.37,179.43,905,93
2025-02,Area_7,T091,Display,P_02,1358627,765348,1.78,1104296,0.8128,5729,186516.80,0.00422,32.56,137.28,28413,5276
2025-03,Area_7,T091,Display,P_03,773260,218184,3.54,426369,0.5514,4218,53435.08,0.00545,12.67,69.10,13947,5154
2025-04,Area_7,T091,Display,P_04,1396348,358839,3.89,1038005,0.7434,8167,194461.52,0.00585,23.81,139.26,33530,11436
2025-05,Area_7,T091,Display,P_05,1688391,750189,2.25,1020325,0.6043,5529,290963.00,0.00327,52.62,172.33,41431,5980
2025-06,Area_7,T091,Display,P_06,1443534,570333,2.53,1000529,0.6931,8535,348155.94,0.00591,40.79,241.18,74486,10492
2025-07,Area_7,T091,Display,P_07,602121,318552,1.89,432272,0.7179,2667,82680.87,0.00443,31.00,137.32,8535,3443
2025-08,Area_7,T091,Display,P_08,1887632,481019,3.92,1038434,0.5501,3788,308111.91,0.00201,81.34,163.23,12024,4736
2025-09,Area_7,T091,Display,P_09,289370,87787,3.30,174833,0.6042,726,24334.86,0.00251,33.52,84.10,4580,1059
2025-10,Area_7,T091,Display,P_10,218783,102925,2.13,161631,0.7388,460,11844.30,0.00210,25.75,54.14,2883,567
2025-11,Area_7,T091,Display,P_11,337146,89900,3.75,238765,0.7082,1799,21014.25,0.00534,11.68,62.33,17186,1474
2025-12,Area_7,T091,Display,P_12,1154450,477105,2.42,648964,0.5621,5137,332214.91,0.00445,64.67,287.77,35318,6212
2025-01,Area_13,T172,Display,P_01,1533564,775833,1.98,1193109,0.7780,5734,407813.47,0.00374,71.12,265.93,47240,7562
2025-02,Area_13,T172,Display,P_02,1214752,359154,3.38,915882,0.7540,1300,314991.87,0.00107,242.30,259.31,6609,1580
2025-03,Area_13,T172,Display,P_03,857912,230383,3.72,657000,0.7658,4260,179483.90,0.00497,42.13,209.21,16279,3853
2025-04,Area_13,T172,Display,P_04,418023,127728,3.27,328922,0.7869,1010,106720.83,0.00242,105.66,255.30,8123,949
2025-05,Area_13,T172,Display,P_05,1913461,488712,3.92,1103002,0.5764,5802,479078.10,0.00303,82.57,250.37,31239,5503
2025-06,Area_13,T172,Display,P_06,618884,389499,1.59,515151,0.8324,1356,135065.44,0.00219,99.61,218.24,10658,1303
2025-07,Area_13,T172,Display,P_07,1876634,666313,2.82,1540054,0.8206,7390,375487.86,0.00394,50.81,200.09,44458,9733
2025-08,Area_13,T172,Display,P_08,797932,354585,2.25,629709,0.7892,4765,112951.65,0.00597,23.70,141.56,33090,4226
2025-09,Area_13,T172,Display,P_09,1378370,375805,3.67,1138778,0.8262,3716,54264.97,0.00270,14.60,39.37,18510,3083
2025-10,Area_13,T172,Display,P_10,395881,207468,1.91,273603,0.6911,824,74037.97,0.00208,89.85,187.02,5186,1114
2025-11,Area_13,T172,Display,P_11,1848366,527199,3.51,1207908,0.6535,2408,407807.60,0.00130,169.36,220.63,21600,2075
2025-12,Area_13,T172,Display,P_12,1715960,927766,1.85,1258840,0.7336,10083,292132.29,0.00588,28.97,170.24,76536,10105
2025-01,Area_14,T180,Display,P_01,1632918,508209,3.21,1175121,0.7196,5497,329583.67,0.00337,59.96,201.84,34385,4900
2025-02,Area_14,T180,Display,P_02,1662538,814053,2.04,1068155,0.6425,5876,341158.25,0.00353,58.06,205.20,58134,5115
2025-03,Area_14,T180,Display,P_03,860323,356703,2.41,596124,0.6929,1255,214156.47,0.00146,170.64,248.93,5065,1056
2025-04,Area_14,T180,Display,P_04,1619155,807984,2.00,1312595,0.8107,822,230307.84,0.00051,280.18,142.24,4914,1057
2025-05,Area_14,T180,Display,P_05,1088707,286671,3.80,904351,0.8307,6108,188469.96,0.00561,30.86,173.11,18773,6474
2025-06,Area_14,T180,Display,P_06,983366,499000,1.97,615331,0.6257,5049,58993.29,0.00513,11.68,59.99,25616,5688
2025-07,Area_14,T180,Display,P_07,1576280,470619,3.35,1192024,0.7562,7011,329457.52,0.00445,46.99,209.01,41317,5820
2025-08,Area_14,T180,Display,P_08,720092,208239,3.46,428024,0.5944,3514,143933.14,0.00488,40.96,199.88,24023,3769
2025-09,Area_14,T180,Display,P_09,1033965,355655,2.91,647543,0.6263,4887,289394.80,0.00473,59.22,279.89,31422,7292
2025-10,Area_14,T180,Display,P_10,1208058,477088,2.53,988491,0.8182,3194,119163.44,0.00264,37.31,98.64,28728,4349
2025-11,Area_14,T180,Display,P_11,518023,169557,3.06,401611,0.7753,2964,102665.98,0.00572,34.64,198.19,17645,2575
2025-12,Area_14,T180,Display,P_12,1868229,891295,2.10,1326410,0.7100,10994,96270.05,0.00588,8.76,51.53,75264,15711
2025-01,Area_12,T156,Display,P_01,849156,244569,3.47,653219,0.7693,4979,140799.34,0.00586,28.28,165.81,49614,7222
2025-02,Area_12,T156,Display,P_02,797192,398345,2.00,520390,0.6528,3704,30103.55,0.00465,8.13,37.76,32659,3624
2025-03,Area_12,T156,Display,P_03,1329294,380380,3.49,835611,0.6286,2242,107792.91,0.00169,48.08,81.09,21380,3108
2025-04,Area_12,T156,Display,P_04,1682209,678235,2.48,1372979,0.8162,2256,151759.03,0.00134,67.27,90.21,12856,1971
2025-05,Area_12,T156,Display,P_05,1770615,513817,3.45,1093162,0.6174,8348,455079.30,0.00471,54.51,257.02,79630,8252
2025-06,Area_12,T156,Display,P_06,535409,149650,3.58,312841,0.5843,547,85661.76,0.00102,156.60,159.99,4916,700
2025-07,Area_12,T156,Display,P_07,493221,148237,3.33,284171,0.5762,415,74159.68,0.00084,178.70,150.36,1562,348
2025-08,Area_12,T156,Display,P_08,1636612,425906,3.84,1309282,0.8000,2391,427064.90,0.00146,178.61,260.94,22444,1917
2025-09,Area_12,T156,Display,P_09,149474,79891,1.87,111874,0.7485,799,15145.58,0.00535,18.96,101.33,2443,1061
2025-10,Area_12,T156,Display,P_10,1048380,326358,3.21,651609,0.6215,1190,96005.89,0.00114,80.68,91.58,7704,1766
2025-11,Area_12,T156,Display,P_11,1015664,339126,2.99,858625,0.8454,1435,31071.96,0.00141,21.65,30.59,11813,1954
2025-12,Area_12,T156,Display,P_12,159882,85653,1.87,91782,0.5741,822,36774.02,0.00514,44.74,230.01,7542,736
2025-01,Area_11,T137,Display,P_01,167499,73516,2.28,127387,0.7605,207,34149.68,0.00124,164.97,203.88,1240,182
2025-02,Area_11,T137,Display,P_02,659340,215883,3.05,430291,0.6526,866,103830.63,0.00131,119.90,157.48,3248,1193
2025-03,Area_11,T137,Display,P_03,1158661,593832,1.95,646171,0.5577,2063,316367.78,0.00178,153.35,273.05,15572,2492
2025-04,Area_11,T137,Display,P_04,619178,193097,3.21,499607,0.8069,2879,43620.87,0.00465,15.15,70.45,15908,3044
2025-05,Area_11,T137,Display,P_05,210383,82529,2.55,142685,0.6782,105,12312.22,0.00050,117.26,58.52,576,151
2025-06,Area_11,T137,Display,P_06,1350618,398037,3.39,964605,0.7142,4132,183432.69,0.00306,44.39,135.81,30570,4093
2025-07,Area_11,T137,Display,P_07,414064,106098,3.90,259971,0.6279,518,97173.84,0.00125,187.59,234.68,2872,719
2025-08,Area_11,T137,Display,P_08,1644308,613971,2.68,1248813,0.7595,7812,461783.32,0.00475,59.11,280.84,45279,7160
2025-09,Area_11,T137,Display,P_09,292141,139404,2.10,223776,0.7660,962,76718.37,0.00329,79.75,262.61,5736,1403
2025-10,Area_11,T137,Display,P_10,562171,158202,3.55,431014,0.7667,3107,25804.59,0.00553,8.31,45.90,20402,4283
2025-11,Area_11,T137,Display,P_11,534070,351375,1.52,435551,0.8155,2919,148848.07,0.00547,50.99,278.71,12756,3854
2025-12,Area_11,T137,Display,P_12,1349568,497839,2.71,941896,0.6979,6226,104523.98,0.00461,16.79,77.45,58188,6889
2025-01,Area_14,T176,Display,P_01,316989,113928,2.78,248172,0.7829,1313,48530.81,0.00414,36.96,153.10,11752,1797
2025-02,Area_14,T176,Display,P_02,862419,237414,3.63,679171,0.7875,1922,83442.74,0.00223,43.41,96.75,7833,2077
2025-03,Area_14,T176,Display,P_03,112024,52133,2.15,80063,0.7147,551,20131.51,0.00492,36.54,179.71,2389,720
2025-04,Area_14,T176,Display,P_04,1388714,681144,2.04,976241,0.7030,6242,361421.38,0.00449,57.90,260.26,46250,5543
2025-05,Area_14,T176,Display,P_05,1598254,613224,2.61,1191899,0.7458,8519,211846.75,0.00533,24.87,132.55,82886,6993
2025-06,Area_14,T176,Display,P_06,802384,206776,3.88,553460,0.6898,3947,203225.65,0.00492,51.49,253.28,12899,4482
2025-07,Area_14,T176,Display,P_07,1933135,620270,3.12,1526149,0.7895,2440,532673.19,0.00126,218.31,275.55,16550,2894
2025-08,Area_14,T176,Display,P_08,770677,267113,2.89,492953,0.6396,2761,31996.37,0.00358,11.59,41.52,12180,3159
2025-09,Area_14,T176,Display,P_09,1224616,639858,1.91,690902,0.5642,834,207712.88,0.00068,249.06,169.61,4105,951
2025-10,Area_14,T176,Display,P_10,500268,150860,3.32,339302,0.6782,495,85676.51,0.00099,173.08,171.26,4263,617
2025-11,Area_14,T176,Display,P_11,1619336,429698,3.77,1178627,0.7278,7276,483070.93,0.00449,66.39,298.31,55184,9662
2025-12,Area_14,T176,Display,P_12,1784312,590864,3.02,1447823,0.8114,8479,99521.23,0.00475,11.74,55.78,82614,7061
2025-01,Area_15,T197,Display,P_01,1817336,897736,2.02,1345186,0.7402,9011,264624.48,0.00496,29.37,145.61,38910,9862
2025-02,Area_15,T197,Display,P_02,667269,312142,2.14,554282,0.8307,2308,140483.80,0.00346,60.87,210.54,18410,2044
2025-03,Area_15,T197,Display,P_03,1284327,504600,2.55,961492,0.7486,2405,50602.86,0.00187,21.04,39.40,15035,2346
2025-04,Area_15,T197,Display,P_04,1336056,438929,3.04,872068,0.6527,7375,197876.34,0.00552,26.83,148.10,41361,8606
2025-05,Area_15,T197,Display,P_05,905468,466137,1.94,735600,0.8124,777,180586.46,0.00086,232.42,199.44,6198,777
2025-06,Area_15,T197,Display,P_06,1720751,478097,3.60,1304864,0.7583,9123,492740.40,0.00530,54.01,286.35,49113,9255
2025-07,Area_15,T197,Display,P_07,844133,276892,3.05,606702,0.7187,1434,46273.16,0.00170,32.27,54.82,9550,2046
2025-08,Area_15,T197,Display,P_08,1019574,374685,2.72,772519,0.7577,2706,218466.10,0.00265,80.73,214.27,26601,3145
2025-09,Area_15,T197,Display,P_09,900475,256033,3.52,524434,0.5824,5197,197494.37,0.00577,38.00,219.32,44971,6731
2025-10,Area_15,T197,Display,P_10,936504,394711,2.37,748182,0.7989,1747,103156.12,0.00187,59.05,110.15,13406,1781
2025-11,Area_15,T197,Display,P_11,1315791,391048,3.36,1001100,0.7608,3883,306998.04,0.00295,79.06,233.32,28075,3557
2025-12,Area_15,T197,Display,P_12,1955316,773923,2.53,1540565,0.7879,10620,309889.18,0.00543,29.18,158.49,78149,13299
2025-01,Area_5,T059,Display,P_01,1803818,1198987,1.50,1175601,0.6517,10052,501793.62,0.00557,49.92,278.18,45808,10383
2025-02,Area_5,T059,Display,P_02,1330955,343118,3.88,822710,0.6181,4952,312927.50,0.00372,63.19,235.12,31563,4597
2025-03,Area_5,T059,Display,P_03,143089,41023,3.49,106248,0.7425,355,41081.51,0.00248,115.72,287.10,1747,375
2025-04,Area_5,T059,Display,P_04,1298911,819451,1.59,812063,0.6252,1845,182669.52,0.00142,99.01,140.63,10204,2074
2025-05,Area_5,T059,Display,P_05,1745639,517323,3.37,1129649,0.6471,4230,395732.94,0.00242,93.55,226.70,17043,5395
2025-06,Area_5,T059,Display,P_06,762674,275154,2.77,446637,0.5856,1405,212423.77,0.00184,151.19,278.52,10228,1757
2025-07,Area_5,T059,Display,P_07,1336062,708449,1.89,942335,0.7053,7490,43442.54,0.00561,5.80,32.52,30265,8719
2025-08,Area_5,T059,Display,P_08,346778,90535,3.83,228583,0.6592,1721,37425.91,0.00496,21.75,107.92,6313,1392
2025-09,Area_5,T059,Display,P_09,1549411,438537,3.53,1031024,0.6654,4124,132235.08,0.00266,32.06,85.35,19860,4748
2025-10,Area_5,T059,Display,P_10,163207,50910,3.21,126801,0.7769,292,7119.33,0.00179,24.38,43.62,2274,306
2025-11,Area_5,T059,Display,P_11,619153,159832,3.87,464438,0.7501,509,80258.99,0.00082,157.68,129.63,1588,497
2025-12,Area_5,T059,Display,P_12,1991210,872750,2.28,1256623,0.6311,10793,578653.62,0.00542,53.61,290.60,43254,15816
2025-01,Area_6,T081,Display,P_01,1068198,446538,2.39,860211,0.8053,3176,233773.51,0.00297,73.61,218.85,10968,3589
2025-02,Area_6,T081,Display,P_02,525154,253867,2.07,315630,0.6010,488,30607.01,0.00093,62.72,58.28,2571,425
2025-03,Area_6,T081,Display,P_03,1707399,473227,3.61,1102603,0.6458,7474,226995.21,0.00438,30.37,132.95,53127,8140
2025-04,Area_6,T081,Display,P_04,520773,158130,3.29,330145,0.6340,789,114000.95,0.00152,144.49,218.91,6987,665
2025-05,Area_6,T081,Display,P_05,493274,181994,2.71,399669,0.8102,2185,126375.14,0.00443,57.84,256.20,17800,3018
2025-06,Area_6,T081,Display,P_06,1109460,285805,3.88,655680,0.5910,6217,85010.55,0.00560,13.67,76.62,33155,5301
2025-07,Area_6,T081,Display,P_07,1423356,383009,3.72,838626,0.5892,6969,315150.44,0.00490,45.22,221.41,66281,8137
2025-08,Area_6,T081,Display,P_08,1913919,544574,3.51,1346455,0.7035,6949,122320.33,0.00363,17.60,63.91,48188,8317
2025-09,Area_6,T081,Display,P_09,1132133,397216,2.85,861843,0.7613,3935,159444.08,0.00348,40.52,140.84,17580,5694
2025-10,Area_6,T081,Display,P_10,1796651,917883,1.96,1120749,0.6238,6928,67065.88,0.00386,9.68,37.33,49903,10116
2025-11,Area_6,T081,Display,P_11,1111063,517903,2.15,628440,0.5656,3772,278707.85,0.00339,73.89,250.85,27699,3937
2025-12,Area_6,T081,Display,P_12,271778,115055,2.36,165937,0.6106,1110,66072.00,0.00408,59.52,243.11,4952,1446
2025-01,Area_5,T069,Display,P_01,1020730,318594,3.20,677699,0.6639,4421,193002.94,0.00433,43.66,189.08,41526,5624
2025-02,Area_5,T069,Display,P_02,1628362,414901,3.92,920889,0.5655,8006,143415.07,0.00492,17.91,88.07,43957,8926
2025-03,Area_5,T069,Display,P_03,659676,206305,3.20,545740,0.8273,2091,121206.48,0.00317,57.97,183.74,10998,2452
2025-04,Area_5,T069,Display,P_04,1156474,711434,1.63,765690,0.6621,2914,131038.22,0.00252,44.97,113.31,13548,3481
2025-05,Area_5,T069,Display,P_05,618846,253739,2.44,448035,0.7240,2290,80370.58,0.00370,35.10,129.87,14783,3060
2025-06,Area_5,T069,Display,P_06,123134,38887,3.17,90992,0.7390,464,23298.22,0.00377,50.21,189.21,4103,606
2025-07,Area_5,T069,Display,P_07,1138818,328212,3.47,679108,0.5963,1035,108182.01,0.00091,104.52,94.99,3281,998
2025-08,Area_5,T069,Display,P_08,1818343,740216,2.46,1317136,0.7244,10595,129672.13,0.00583,12.24,71.31,85991,13732
2025-09,Area_5,T069,Display,P_09,1228913,453420,2.71,720330,0.5862,4737,231281.42,0.00385,48.82,188.20,24258,6472
2025-10,Area_5,T069,Display,P_10,1313237,523767,2.51,775584,0.5906,675,152526.88,0.00051,225.97,116.15,3178,708
2025-11,Area_5,T069,Display,P_11,781268,250347,3.12,645195,0.8258,4392,119095.36,0.00562,27.12,152.44,19321,4878
2025-12,Area_5,T069,Display,P_12,772502,310387,2.49,472371,0.6115,1558,92532.71,0.00202,59.39,119.78,7702,1652
2025-01,Area_4,T055,Display,P_01,715225,248958,2.87,592224,0.8280,3530,24642.29,0.00494,6.98,34.45,26840,3199
2025-02,Area_4,T055,Display,P_02,1966114,805004,2.44,1424991,0.7248,4812,135922.89,0.00245,28.25,69.13,19346,5003
2025-03,Area_4,T055,Display,P_03,1917935,665628,2.88,1082933,0.5646,4412,397632.70,0.00230,90.13,207.32,19847,5091
2025-04,Area_4,T055,Display,P_04,564674,194352,2.91,371788,0.6584,510,88269.99,0.00090,173.08,156.32,3288,420
2025-05,Area_4,T055,Display,P_05,137838,56708,2.43,91591,0.6645,89,33134.93,0.00065,372.30,240.39,453,132
2025-06,Area_4,T055,Display,P_06,284919,106777,2.67,229333,0.8049,246,41803.92,0.00086,169.93,146.72,1777,261
2025-07,Area_4,T055,Display,P_07,1752968,776533,2.26,1241087,0.7080,7654,243487.37,0.00437,31.81,138.90,33391,10443
2025-08,Area_4,T055,Display,P_08,734838,234836,3.13,553812,0.7537,1187,86288.92,0.00162,72.69,117.43,10036,1424
2025-09,Area_4,T055,Display,P_09,928301,445402,2.08,770736,0.8303,1398,103568.49,0.00151,74.08,111.57,12334,2021
2025-10,Area_4,T055,Display,P_10,890577,343871,2.59,516473,0.5799,5059,182539.82,0.00568,36.08,204.97,46538,6003
2025-11,Area_4,T055,Display,P_11,558814,364184,1.53,440315,0.7879,2827,105606.43,0.00506,37.36,188.98,12063,2882
2025-12,Area_4,T055,Display,P_12,864836,235350,3.67,555490,0.6423,1434,94477.17,0.00166,65.88,109.24,6182,2081
2025-01,Area_8,T102,Display,P_01,1143848,348373,3.28,917045,0.8017,5784,184230.34,0.00506,31.85,161.06,42231,6331
2025-02,Area_8,T102,Display,P_02,719113,322111,2.23,510622,0.7101,4088,35765.87,0.00568,8.75,49.74,25076,5313
2025-03,Area_8,T102,Display,P_03,654497,273603,2.39,445757,0.6811,1646,97341.09,0.00251,59.14,148.73,10225,2397
2025-04,Area_8,T102,Display,P_04,348396,163158,2.14,199075,0.5714,1007,60210.96,0.00289,59.79,172.82,3417,1400
2025-05,Area_8,T102,Display,P_05,1401200,388012,3.61,1121692,0.8005,7065,264693.16,0.00504,37.47,188.90,63226,6338
2025-06,Area_8,T102,Display,P_06,1680997,429087,3.92,1062935,0.6323,2030,162271.59,0.00121,79.94,96.53,15757,2663
2025-07,Area_8,T102,Display,P_07,1685882,628278,2.68,1046671,0.6208,5401,222535.55,0.00320,41.20,132.00,27874,5119
2025-08,Area_8,T102,Display,P_08,449676,124932,3.60,270041,0.6005,2294,105450.56,0.00510,45.97,234.50,20664,2027
2025-09,Area_8,T102,Display,P_09,943320,389669,2.42,725779,0.7694,4652,107161.44,0.00493,23.04,113.60,16905,4515
2025-10,Area_8,T102,Display,P_10,1156429,516603,2.24,723609,0.6257,668,286126.90,0.00058,428.33,247.42,4877,891
2025-11,Area_8,T102,Display,P_11,1862812,520414,3.58,1273116,0.6834,3282,78080.23,0.00176,23.79,41.92,19108,3930
2025-12,Area_8,T102,Display,P_12,1979307,934142,2.12,1163472,0.5878,8671,135564.44,0.00438,15.63,68.49,73530,11501
2025-01,Area_3,T037,Display,P_01,626465,318176,1.97,370733,0.5918,1575,74342.40,0.00251,47.20,118.67,15549,1656
2025-02,Area_3,T037,Display,P_02,1611358,483406,3.33,1355393,0.8411,2269,98864.45,0.00141,43.57,61.35,19699,2859
2025-03,Area_3,T037,Display,P_03,226078,118091,1.91,143285,0.6338,299,13484.48,0.00132,45.10,59.65,1947,380
2025-04,Area_3,T037,Display,P_04,1811438,851963,2.13,1033408,0.5705,3993,542246.68,0.00220,135.80,299.35,34814,5481
2025-05,Area_3,T037,Display,P_05,120438,72582,1.66,82199,0.6825,678,33863.69,0.00563,49.95,281.17,2290,979
2025-06,Area_3,T037,Display,P_06,1282458,379003,3.38,886202,0.6910,3345,348878.44,0.00261,104.30,272.04,14260,3275
2025-07,Area_3,T037,Display,P_07,455675,152164,2.99,346983,0.7615,2653,28745.85,0.00582,10.84,63.08,14650,2306
2025-08,Area_3,T037,Display,P_08,640648,213701,3.00,447146,0.6980,1894,31530.51,0.00296,16.65,49.22,17980,2596
2025-09,Area_3,T037,Display,P_09,1731570,508176,3.41,1200274,0.6932,3767,414999.80,0.00218,110.17,239.67,28484,4172
2025-10,Area_3,T037,Display,P_10,1046389,311158,3.36,815206,0.7791,3516,83491.17,0.00336,23.75,79.79,12110,4698
2025-11,Area_3,T037,Display,P_11,849917,368277,2.31,636027,0.7483,2931,161140.20,0.00345,54.98,189.60,25057,4376
2025-12,Area_3,T037,Display,P_12,1268714,507175,2.50,755968,0.5959,5414,234563.85,0.00427,43.33,184.88,25202,5970
2025-01,Area_15,T191,Display,P_01,140661,41730,3.37,79768,0.5671,800,41994.34,0.00569,52.49,298.55,4792,987
2025-02,Area_15,T191,Display,P_02,329424,133537,2.47,190200,0.5774,1347,41076.66,0.00409,30.49,124.69,4088,1124
2025-03,Area_15,T191,Display,P_03,1909778,859016,2.22,1107829,0.5801,5913,109194.59,0.00310,18.47,57.18,32734,6335
2025-04,Area_15,T191,Display,P_04,1179976,619475,1.90,713401,0.6046,6956,224954.23,0.00590,32.34,190.64,49202,5927
2025-05,Area_15,T191,Display,P_05,245560,71365,3.44,193860,0.7895,1470,28575.75,0.00599,19.44,116.37,13901,1957
2025-06,Area_15,T191,Display,P_06,1427671,490925,2.91,794203,0.5563,4590,146755.36,0.00322,31.97,102.79,43554,5320
2025-07,Area_15,T191,Display,P_07,281596,180358,1.56,212273,0.7538,618,31765.02,0.00219,51.40,112.80,2278,562
2025-08,Area_15,T191,Display,P_08,1393430,407765,3.42,836063,0.6000,2578,102998.09,0.00185,39.95,73.92,24182,3188
2025-09,Area_15,T191,Display,P_09,1471416,702422,2.09,896793,0.6095,7898,437613.11,0.00537,55.41,297.41,34782,8856
2025-10,Area_15,T191,Display,P_10,500744,205055,2.44,376964,0.7528,1636,85837.97,0.00327,52.47,171.42,11021,2067
2025-11,Area_15,T191,Display,P_11,357937,116644,3.07,287058,0.8020,1042,96616.27,0.00291,92.72,269.93,6191,864
2025-12,Area_15,T191,Display,P_12,293844,129448,2.27,242079,0.8238,625,77067.06,0.00213,123.31,262.27,5995,838
2025-01,Area_15,T192,Display,P_01,1241801,711084,1.75,1003050,0.8077,3544,348232.12,0.00285,98.26,280.43,26176,3623
2025-02,Area_15,T192,Display,P_02,783757,221547,3.54,480851,0.6135,4446,99140.81,0.00567,22.30,126.49,37108,5979
2025-03,Area_15,T192,Display,P_03,606310,171385,3.54,415464,0.6852,1084,60781.39,0.00179,56.07,100.25,5978,1052
2025-04,Area_15,T192,Display,P_04,1156228,463786,2.49,928163,0.8028,5769,269947.14,0.00499,46.79,233.47,44713,8621
2025-05,Area_15,T192,Display,P_05,1720580,651720,2.64,1426676,0.8292,7589,449118.69,0.00441,59.18,261.03,23424,11071
2025-06,Area_15,T192,Display,P_06,1036617,441304,2.35,803823,0.7754,5176,285527.81,0.00499,55.16,275.44,21492,6138
2025-07,Area_15,T192,Display,P_07,140514,48788,2.88,85954,0.6117,93,17105.09,0.00066,183.93,121.73,758,117
2025-08,Area_15,T192,Display,P_08,1871660,789666,2.37,1316779,0.7035,9076,515225.26,0.00485,56.77,275.28,82667,8617
2025-09,Area_15,T192,Display,P_09,1631019,956624,1.70,1141098,0.6996,2737,479565.87,0.00168,175.22,294.03,9453,2565
2025-10,Area_15,T192,Display,P_10,315045,88106,3.58,197980,0.6284,1659,82475.91,0.00527,49.71,261.79,16061,1417
2025-11,Area_15,T192,Display,P_11,1692531,523521,3.23,1305248,0.7712,7607,373551.20,0.00449,49.11,220.71,45497,11184
2025-12,Area_15,T192,Display,P_12,1240741,487744,2.54,831354,0.6700,4652,70223.36,0.00375,15.10,56.60,27369,4325
2025-01,Area_12,T150,Display,P_01,1353132,871933,1.55,886596,0.6552,6415,234788.83,0.00474,36.60,173.52,43484,7670
2025-02,Area_12,T150,Display,P_02,148657,52482,2.83,122872,0.8266,168,32679.47,0.00113,194.52,219.83,1141,156
2025-03,Area_12,T150,Display,P_03,1557275,513767,3.03,870377,0.5589,8929,309573.02,0.00573,34.67,198.79,39435,7638
2025-04,Area_12,T150,Display,P_04,1435199,498836,2.88,980952,0.6835,2425,423270.49,0.00169,174.54,294.92,19983,2441
2025-05,Area_12,T150,Display,P_05,1923724,484136,3.97,1331163,0.6920,1739,85856.54,0.00090,49.37,44.63,16975,2462
2025-06,Area_12,T150,Display,P_06,1914060,1148304,1.67,1248716,0.6524,7595,354441.74,0.00397,46.67,185.18,66996,8655
2025-07,Area_12,T150,Display,P_07,190534,69944,2.72,122665,0.6438,732,30108.75,0.00384,41.13,158.02,5793,621
2025-08,Area_12,T150,Display,P_08,493858,139339,3.54,298728,0.6049,1414,122125.00,0.00286,86.37,247.29,11691,1868
2025-09,Area_12,T150,Display,P_09,1636190,1002476,1.63,1304948,0.7976,2117,290257.23,0.00129,137.11,177.40,17463,3153
2025-10,Area_12,T150,Display,P_10,364617,191688,1.90,214336,0.5878,1886,98647.05,0.00517,52.30,270.55,16876,2821
2025-11,Area_12,T150,Display,P_11,1140092,513574,2.22,643140,0.5641,4978,226622.49,0.00437,45.52,198.78,46697,6095
2025-12,Area_12,T150,Display,P_12,1379048,361329,3.82,878133,0.6368,5708,358872.84,0.00414,62.87,260.23,44205,6751
2025-01,Area_7,T093,Display,P_01,118245,39507,2.99,90347,0.7641,102,19975.30,0.00086,195.84,168.93,808,127
2025-02,Area_7,T093,Display,P_02,1151686,506527,2.27,750048,0.6513,5006,133013.76,0.00435,26.57,115.49,49414,5160
2025-03,Area_7,T093,Display,P_03,1905017,772433,2.47,1516304,0.7960,3358,559975.74,0.00176,166.76,293.95,17814,3650
2025-04,Area_7,T093,Display,P_04,709308,325927,2.18,542674,0.7651,691,106009.43,0.00097,153.41,149.45,4295,597
2025-05,Area_7,T093,Display,P_05,1091105,613859,1.78,663245,0.6079,3498,202956.82,0.00321,58.02,186.01,30847,3931
2025-06,Area_7,T093,Display,P_06,1715827,1026309,1.67,1029401,0.5999,3950,443974.93,0.00230,112.40,258.75,15172,4904
2025-07,Area_7,T093,Display,P_07,506799,247255,2.05,374675,0.7393,2196,72703.01,0.00433,33.11,143.46,19206,2452
2025-08,Area_7,T093,Display,P_08,1738126,484958,3.58,1461993,0.8411,5563,206860.53,0.00320,37.19,119.01,20584,5781
2025-09,Area_7,T093,Display,P_09,1706141,724218,2.36,1020757,0.5983,4106,87591.98,0.00241,21.33,51.34,30619,3642
2025-10,Area_7,T093,Display,P_10,1046249,307302,3.40,773768,0.7396,5008,128100.45,0.00479,25.58,122.44,43656,4756
2025-11,Area_7,T093,Display,P_11,493770,268552,1.84,316722,0.6414,1490,40473.14,0.00302,27.16,81.97,7455,2032
2025-12,Area_7,T093,Display,P_12,1963713,715777,2.74,1416288,0.7212,11391,321204.51,0.00580,28.20,163.57,109281,9800
