MONTH,AREA,TERRITORY,SOURCE,SESSIONS,ENGAGED_SESSIONS,PAGEVIEWS,EVENT_CLICKS,EVENT_FORM_SUBMIT,EVENT_DOWNLOADS,EVENT_REGISTRATIONS,SCROLL_25,SCROLL_50,SCROLL_75,SCROLL_100
2025-03,Area_7,T091,Display,14228,6762,63184,2582,574,340,240,9927,7746,5287,3744
2025-04,Area_7,T091,Paid Search,2615,1392,6583,506,129,66,44,1849,1564,993,785
2025-04,Area_7,T091,Organic Search,10303,7913,37102,1860,201,350,169,9128,7558,5183,3864
2025-04,Area_7,T091,Direct,31315,14303,66191,3283,903,1004,792,26952,19116,15979,10894
2025-04,Area_7,T091,Referral,13740,10791,52655,2245,508,528,134,9965,7038,4554,3369
2025-04,Area_7,T091,Display,27514,16643,81658,2954,991,831,663,17870,15295,11298,8988
2025-05,Area_7,T091,Paid Search,35664,23797,95575,6317,902,1377,617,24276,19221,11705,6497
2025-05,Area_7,T091,Organic Search,36712,24796,71451,4853,1249,1018,630,25963,20320,12638,9727
2025-05,Area_7,T091,Direct,32905,24268,137141,2425,1450,1215,204,22927,16288,13145,9561
2025-05,Area_7,T091,Referral,10853,7033,43965,748,207,296,134,7345,6574,5373,3832
2025-05,Area_7,T091,Display,20144,15742,50215,3682,824,439,547,17019,14586,11359,6136
2025-06,Area_7,T091,Paid Search,18725,14755,70112,1125,829,627,402,11670,10441,8052,4989
2025-06,Area_7,T091,Organic Search,31262,22232,130882,2006,522,704,937,19400,17413,11025,7973
2025-06,Area_7,T091,Direct,7928,4539,19095,792,391,92,136,4961,4142,2502,1763
2025-06,Area_7,T091,Referral,14231,10936,45388,2173,195,517,99,8899,7141,5571,3966
2025-06,Area_7,T091,Display,33685,26844,116849,6439,1189,1340,919,29676,25066,20042,10142
2025-07,Area_7,T091,Paid Search,27757,12641,122556,2512,1208,1039,346,17896,13396,9676,5287
2025-07,Area_7,T091,Organic Search,32489,17074,71246,4584,596,359,367,26464,20380,16256,11169
2025-07,Area_7,T091,Direct,26162,19050,102797,2193,632,526,709,23196,18458,12884,8263
2025-07,Area_7,T091,Referral,22588,17584,92105,2569,712,571,487,19785,16540,13435,8257
2025-07,Area_7,T091,Display,10514,7917,46839,1007,446,303,222,8830,7509,5810,4087
2025-08,Area_7,T091,Paid Search,8793,6462,18859,497,291,210,162,7237,5118,4242,3016
2025-08,Area_7,T091,Organic Search,27496,13195,79276,5179,454,890,458,24440,18902,14943,9426
2025-08,Area_7,T091,Direct,5879,4098,10393,401,69,127,47,3581,2515,1573,1005
2025-08,Area_7,T091,Referral,10786,4866,19561,1581,291,185,88,6902,5795,4781,3566
2025-08,Area_7,T091,Display,35755,23960,103223,6779,929,458,969,28601,21857,17956,12583
2025-09,Area_7,T091,Paid Search,35897,23100,80461,1852,1342,1026,507,31443,25135,16116,9501
2025-09,Area_7,T091,Organic Search,8892,5103,29236,1269,387,206,83,5354,4437,2826,1645
2025-09,Area_7,T091,Direct,22612,14372,67314,1668,603,423,588,15514,12121,7413,3752
2025-09,Area_7,T091,Referral,17428,8167,29208,3255,522,294,110,15233,12417,9845,5256
2025-09,Area_7,T091,Display,21786,17335,97922,1514,600,519,578,19013,14058,9926,6676
2025-10,Area_7,T091,Paid Search,34138,19067,152317,3589,1402,389,931,24556,17792,13235,7918
2025-10,Area_7,T091,Organic Search,38632,24203,80559,5299,938,1223,1021,31781,22668,16213,10456
2025-10,Area_7,T091,Direct,29125,21474,51123,5528,674,556,705,20491,15879,13461,7285
2025-10,Area_7,T091,Referral,33004,15465,129464,6571,891,1076,689,24713,19996,15674,12069
2025-10,Area_7,T091,Display,9026,6583,17429,1576,366,319,249,7707,6313,4600,3564
2025-11,Area_7,T091,Paid Search,15346,9901,54706,1674,585,411,279,9538,8130,6317,3882
2025-11,Area_7,T091,Organic Search,27752,19882,42556,5166,1164,299,546,20869,15518,11969,7779
2025-11,Area_7,T091,Direct,35243,23314,107856,3522,1758,542,634,31436,27872,17435,11993
2025-11,Area_7,T091,Referral,7661,4449,27941,1383,295,138,102,4834,3882,3212,1934
2025-11,Area_7,T091,Display,12587,8424,54242,1052,126,481,263,8316,6486,4205,3014
2025-12,Area_7,T091,Paid Search,2559,1944,7692,442,106,97,46,1960,1460,1100,791
2025-12,Area_7,T091,Organic Search,23068,11816,77230,4121,565,398,585,19499,15793,11989,6042
2025-12,Area_7,T091,Direct,30984,21848,118462,3644,1527,739,798,19583,13790,10217,5852
2025-12,Area_7,T091,Referral,15091,8372,49531,2420,660,317,158,12738,10909,8494,6285
2025-12,Area_7,T091,Display,38276,21066,125636,5899,917,590,1113,27607,23402,15533,8047
2025-01,Area_13,T172,Paid Search,26704,14631,103275,4498,498,818,666,16532,14165,11831,6637
2025-01,Area_13,T172,Organic Search,18024,10609,74214,2466,348,559,467,14998,11226,7782,5898
2025-01,Area_13,T172,Direct,20763,9891,64359,3058,710,544,169,18585,13747,10888,5619
2025-01,Area_13,T172,Referral,37947,20504,142411,6800,1787,506,1000,27032,23627,19734,13665
2025-01,Area_13,T172,Display,22045,12311,95685,1916,862,563,166,13573,12023,7770,5056
2025-02,Area_13,T172,Paid Search,6261,4848,27433,459,85,140,38,3788,3127,2460,1752
2025-02,Area_13,T172,Organic Search,9987,7505,30408,559,293,144,186,8245,6262,4730,3099
2025-02,Area_13,T172,Direct,9893,7579,17796,895,394,350,276,6770,5443,4304,2637
2025-02,Area_13,T172,Referral,37502,24463,127975,6279,394,1137,1100,27275,24100,16726,10575
2025-02,Area_13,T172,Display,25220,12174,70676,3177,1243,630,378,19637,17600,12818,8481
2025-03,Area_13,T172,Paid Search,21407,10811,36495,3474,223,425,501,14875,13233,8400,5833
2025-03,Area_13,T172,Organic Search,8720,3950,37921,1239,272,171,253,6842,5023,3959,2521
2025-03,Area_13,T172,Direct,4364,2843,16661,661,121,146,44,3746,3158,2617,1473
2025-03,Area_13,T172,Referral,21624,10741,94567,3040,511,635,523,14958,12990,10306,7953
2025-03,Area_13,T172,Display,13123,7369,29441,1694,436,359,284,8865,7837,4791,2508
2025-04,Area_13,T172,Paid Search,22704,17072,55172,3758,851,253,378,18506,15654,9481,5533
2025-04,Area_13,T172,Organic Search,12679,7331,36084,1445,621,275,199,8371,6212,4006,2820
2025-04,Area_13,T172,Direct,38290,27592,149762,5030,1110,1528,900,25511,19260,12346,6380
2025-04,Area_13,T172,Referral,32634,14782,109293,4411,1402,1239,948,21504,16265,11365,7591
2025-04,Area_13,T172,Display,8454,4901,15536,1494,136,126,65,7583,5336,3507,1908
2025-05,Area_13,T172,Paid Search,3059,1685,5455,435,66,107,82,2085,1477,1082,595
2025-05,Area_13,T172,Organic Search,3262,1507,10385,245,136,103,71,2039,1572,1102,694
2025-05,Area_13,T172,Direct,4154,3137,17104,422,157,46,123,2618,2206,1719,1228
2025-05,Area_13,T172,Referral,2019,1550,6268,224,57,75,21,1285,966,695,464
2025-05,Area_13,T172,Display,12801,7349,53929,1122,561,426,131,10565,8352,6583,4204
2025-06,Area_13,T172,Paid Search,26518,15200,67041,2725,593,604,294,21914,16055,11873,7376
2025-06,Area_13,T172,Organic Search,15542,10677,35492,1364,448,282,426,13630,11618,7376,5218
2025-06,Area_13,T172,Direct,10774,5779,35266,2099,223,389,56,8721,7651,6347,4643
2025-06,Area_13,T172,Referral,32467,23489,121756,4280,1233,1066,880,27171,20908,16348,9576
2025-06,Area_13,T172,Display,10590,4855,45047,1497,176,242,110,8308,6592,4216,2478
2025-07,Area_13,T172,Paid Search,5642,4096,25352,732,72,69,130,4983,3684,2266,1515
2025-07,Area_13,T172,Organic Search,10465,6126,44915,1060,222,162,308,7973,6047,4823,3491
2025-07,Area_13,T172,Direct,11824,6500,27033,699,139,243,142,7515,5577,3658,1847
2025-07,Area_13,T172,Referral,16039,7436,50422,875,353,455,135,12636,10085,8020,6215
2025-07,Area_13,T172,Display,22154,12760,76834,1378,716,499,467,15241,13312,9460,6926
2025-08,Area_13,T172,Paid Search,36366,21351,98477,7023,955,1420,826,28956,22011,15034,7938
2025-08,Area_13,T172,Organic Search,11211,5147,16916,1438,385,179,86,7684,6838,4407,2490
2025-08,Area_13,T172,Direct,13942,9333,61381,1752,419,344,279,8397,6528,5347,3065
2025-08,Area_13,T172,Referral,6120,4466,25736,441,164,165,97,3789,3335,2239,1381
2025-08,Area_13,T172,Display,10894,7132,30803,554,240,407,97,8496,6829,5086,3129
2025-09,Area_13,T172,Paid Search,28732,21055,86133,4921,293,640,610,17804,12978,9158,4735
2025-09,Area_13,T172,Organic Search,22723,17921,38700,1193,1096,777,437,14757,11990,7537,5529
2025-09,Area_13,T172,Direct,29055,13675,52819,2853,769,1121,774,25401,21641,13593,9244
2025-09,Area_13,T172,Referral,24457,11327,58082,4262,808,554,236,17759,15432,9432,5826
2025-09,Area_13,T172,Display,30869,24369,106237,2284,426,839,835,27417,19893,14680,10602
2025-10,Area_13,T172,Paid Search,18491,10586,62046,3145,506,271,243,16535,11596,8687,5608
2025-10,Area_13,T172,Organic Search,6976,5037,22949,436,344,242,149,4748,3536,2685,1861
2025-10,Area_13,T172,Direct,15622,7055,26753,2725,215,424,87,13132,9788,7701,5389
2025-10,Area_13,T172,Referral,19858,13754,79233,1996,577,462,561,13595,11149,9452,7224
2025-10,Area_13,T172,Display,27552,19593,80945,4765,1370,1010,525,24685,17568,10645,7696
2025-11,Area_13,T172,Paid Search,30837,24252,127766,5665,1025,424,522,27653,21011,14498,11313
2025-11,Area_13,T172,Organic Search,5956,2849,25790,901,94,103,111,4373,3922,3081,1939
2025-11,Area_13,T172,Direct,27003,13042,50100,3866,941,523,750,23117,19892,16067,9358
2025-11,Area_13,T172,Referral,20966,11103,83291,3766,1042,814,340,13387,11906,7950,4339
2025-11,Area_13,T172,Display,16736,12124,43456,1210,274,645,291,13800,11299,7017,4183
2025-12,Area_13,T172,Paid Search,12859,6023,51478,952,334,144,306,10925,9246,6950,4935
2025-12,Area_13,T172,Organic Search,3191,1779,10908,268,67,77,54,2237,1973,1400,706
2025-12,Area_13,T172,Direct,17180,8843,70113,1493,208,180,371,14511,11610,8450,5555
2025-12,Area_13,T172,Referral,27696,16895,91007,1484,888,921,388,21510,17281,13599,10196
2025-12,Area_13,T172,Display,9494,7240,41477,1330,115,139,76,8495,7591,6437,4269
2025-01,Area_14,T180,Paid Search,2903,1763,8969,214,117,110,45,2555,2178,1624,1240
2025-01,Area_14,T180,Organic Search,37709,25615,82137,6255,1408,1329,715,27156,22077,18411,14465
2025-01,Area_14,T180,Direct,28642,18622,105868,2250,322,681,435,20115,17530,14506,11486
2025-01,Area_14,T180,Referral,31181,14044,94044,3658,510,899,516,19281,16143,10592,5409
2025-01,Area_14,T180,Display,22399,14810,46391,3365,385,862,592,15308,13686,11591,9087
2025-02,Area_14,T180,Paid Search,30007,18312,123956,1627,1133,424,258,22899,17916,12886,9749
2025-02,Area_14,T180,Organic Search,14996,11315,65375,955,680,457,420,10142,7424,5788,4591
2025-02,Area_14,T180,Direct,17202,8264,63781,2236,176,338,323,10639,9310,7674,6017
2025-02,Area_14,T180,Referral,29319,16505,82692,2154,307,1013,693,24533,21740,16850,11058
2025-02,Area_14,T180,Display,18894,11010,58292,3716,547,606,371,13385,9522,6121,3104
2025-03,Area_14,T180,Paid Search,6600,3594,24072,510,322,187,71,5329,4324,3235,2343
2025-03,Area_14,T180,Organic Search,36656,17979,92884,2511,541,482,259,28388,22635,17632,9728
2025-03,Area_14,T180,Direct,19389,9169,55678,1194,766,366,532,15608,13889,9180,5223
2025-03,Area_14,T180,Referral,24400,14677,49020,2317,486,502,558,14699,12007,8451,6088
2025-03,Area_14,T180,Display,26538,13150,49024,5114,466,983,208,16359,14380,11434,7659
2025-04,Area_14,T180,Paid Search,28401,14573,51502,1807,1148,929,579,21979,17016,11585,6161
2025-04,Area_14,T180,Organic Search,14881,7999,50750,815,492,314,250,9269,7684,5973,4624
2025-04,Area_14,T180,Direct,10002,6952,15913,1574,106,157,224,6889,5630,4705,2925
2025-04,Area_14,T180,Referral,22551,12486,46842,2912,294,292,534,15204,12431,9770,6238
2025-04,Area_14,T180,Display,24646,14395,101986,1990,653,448,549,19224,14677,11479,6409
2025-05,Area_14,T180,Paid Search,36921,20321,71283,2602,1294,1253,812,24419,20655,15693,11572
2025-05,Area_14,T180,Organic Search,39799,23460,131960,4813,1848,440,488,33923,25256,16177,11975
2025-05,Area_14,T180,Direct,8579,6760,20978,997,216,341,44,6779,4897,3426,1967
2025-05,Area_14,T180,Referral,24231,13638,78501,2576,674,692,312,18776,16063,12650,9135
2025-05,Area_14,T180,Display,34603,21907,149068,6457,529,499,845,30113,23494,18267,12857
2025-06,Area_14,T180,Paid Search,8867,7027,35118,1533,362,296,254,6314,4561,2745,1472
2025-06,Area_14,T180,Organic Search,34993,27924,86938,2122,582,946,388,25963,21051,17244,9163
2025-06,Area_14,T180,Direct,22269,12729,54084,2255,604,775,367,15025,12660,7624,4014
2025-06,Area_14,T180,Referral,21080,13700,79751,1233,764,534,446,18191,16183,12467,7390
2025-06,Area_14,T180,Display,11958,7333,32167,1571,363,449,251,7723,6688,4975,2811
2025-07,Area_14,T180,Paid Search,28263,14438,63318,2979,538,536,351,18396,15868,10853,5731
2025-07,Area_14,T180,Organic Search,7380,5157,15903,1237,289,86,125,5898,4479,2728,1812
2025-07,Area_14,T180,Direct,6081,4165,10610,326,122,196,39,4595,4113,3423,2094
2025-07,Area_14,T180,Referral,16782,10456,44864,2469,727,506,256,12660,9583,5993,4348
2025-07,Area_14,T180,Display,11598,7334,22291,1792,369,390,171,8307,7050,5689,3083
2025-08,Area_14,T180,Paid Search,4423,3280,10232,496,146,144,22,3148,2379,1646,1314
2025-08,Area_14,T180,Organic Search,12579,7331,20388,2348,361,366,240,8287,5804,4786,3620
2025-08,Area_14,T180,Direct,27899,15829,86440,2994,1045,882,819,20705,14619,12421,8657
2025-08,Area_14,T180,Referral,38389,19611,84192,6811,565,1474,391,30496,24907,20256,10195
2025-08,Area_14,T180,Display,3879,2185,10622,678,183,116,22,3359,2855,2132,1574
2025-09,Area_14,T180,Paid Search,24926,19437,87578,3411,402,582,279,21858,16139,9900,5417
2025-09,Area_14,T180,Organic Search,14298,6642,46096,910,606,336,416,10489,7436,6197,3770
2025-09,Area_14,T180,Direct,5314,3638,15159,937,221,76,64,4513,3306,2355,1650
2025-09,Area_14,T180,Referral,5498,3583,9140,827,253,65,94,3770,3026,2402,1450
2025-09,Area_14,T180,Display,22164,13858,62764,3357,345,489,292,16544,11865,7627,5626
2025-10,Area_14,T180,Paid Search,23535,14470,77488,2615,599,459,252,16693,13277,10513,6154
2025-10,Area_14,T180,Organic Search,23816,15697,55821,2443,626,761,123,19417,16743,12315,8244
2025-10,Area_14,T180,Direct,33949,27148,88191,4343,1345,508,383,21205,15630,12190,6161
2025-10,Area_14,T180,Referral,4622,3230,12313,358,216,97,68,3894,3189,2351,1274
2025-10,Area_14,T180,Display,38833,24344,115487,7107,1293,869,873,31238,23579,19729,15390
2025-11,Area_14,T180,Paid Search,29363,19934,111239,5458,1236,457,385,24128,18778,15341,8758
2025-11,Area_14,T180,Organic Search,18801,14407,64249,2881,251,465,213,13832,11240,9136,6462
2025-11,Area_14,T180,Direct,4599,2318,20316,319,176,126,27,3097,2534,2117,1318
2025-11,Area_14,T180,Referral,24314,14177,77041,3413,690,785,555,20944,17700,11231,6578
2025-11,Area_14,T180,Display,23178,18306,36931,3886,542,916,471,20122,14488,9485,5801
2025-12,Area_14,T180,Paid Search,7062,5529,14773,1104,114,80,53,5022,3662,2840,1844
2025-12,Area_14,T180,Organic Search,5892,4201,12890,819,238,127,158,4681,4046,2534,1502
2025-12,Area_14,T180,Direct,26110,20662,77421,4432,308,1003,357,20589,17018,11796,9049
2025-12,Area_14,T180,Referral,18204,13442,45493,2765,341,499,209,16067,11821,7715,4554
2025-12,Area_14,T180,Display,37806,25440,155591,2651,1360,1039,1057,33065,25285,16744,10002
2025-01,Area_12,T156,Paid Search,6872,4759,11320,403,135,223,154,5750,4382,3013,1517
2025-01,Area_12,T156,Organic Search,3905,2927,15398,608,136,126,95,2678,2308,1689,849
2025-01,Area_12,T156,Direct,26081,20819,54474,4371,872,981,768,15873,11212,6914,5034
2025-01,Area_12,T156,Referral,24943,14425,91100,1500,438,358,274,18858,14986,12488,7139
2025-01,Area_12,T156,Display,39624,25305,77122,3426,1459,693,727,31987,27430,18119,11227
2025-02,Area_12,T156,Paid Search,12250,8490,50996,2068,562,195,307,8468,5983,3891,3006
2025-02,Area_12,T156,Organic Search,14538,7421,25569,2672,590,320,155,12892,9577,6126,4240
2025-02,Area_12,T156,Direct,37830,25326,163249,7453,1293,442,483,28395,20848,12550,9645
2025-02,Area_12,T156,Referral,36625,21279,125068,5404,727,1293,557,32833,28133,17293,9765
2025-02,Area_12,T156,Display,16348,12284,72418,2127,530,197,361,12495,9473,5843,3811
2025-03,Area_12,T156,Paid Search,16516,10055,30219,1014,533,280,403,13273,11616,7300,5311
2025-03,Area_12,T156,Organic Search,13325,7375,53582,1506,606,424,76,9001,7545,5973,3534
2025-03,Area_12,T156,Direct,12108,7923,21506,1037,493,338,329,9303,7683,5977,4539
2025-03,Area_12,T156,Referral,9549,5757,16762,1241,400,227,152,6390,5144,4208,2673
2025-03,Area_12,T156,Display,33938,20811,87595,5313,1227,1332,181,22555,17961,12443,9384
2025-04,Area_12,T156,Paid Search,3124,2207,5429,592,47,91,86,2136,1771,1439,1028
2025-04,Area_12,T156,Organic Search,2293,1073,5246,133,31,58,24,1518,1270,1023,746
2025-04,Area_12,T156,Direct,5019,2716,17751,606,145,198,116,4228,3158,2259,1491
2025-04,Area_12,T156,Referral,9385,7479,30014,1111,202,286,104,7950,5718,3810,2829
2025-04,Area_12,T156,Display,6093,2871,14518,788,194,83,164,4757,3660,2436,1259
2025-05,Area_12,T156,Paid Search,22808,11657,36031,4459,298,443,606,15878,11714,9915,7031
2025-05,Area_12,T156,Organic Search,8805,5198,13522,1463,210,318,142,7334,6513,5474,4247
2025-05,Area_12,T156,Direct,25535,18471,89449,2564,1239,624,745,18031,16000,13021,8045
2025-05,Area_12,T156,Referral,12344,9418,38092,1912,283,357,119,10641,9107,7028,3853
2025-05,Area_12,T156,Display,6680,4593,23500,1212,83,100,163,5634,4466,3343,1716
2025-06,Area_12,T156,Paid Search,14584,6968,33682,1411,502,486,217,9814,7173,6065,3107
2025-06,Area_12,T156,Organic Search,19808,14609,69935,1767,686,206,590,17340,12406,8998,5414
2025-06,Area_12,T156,Direct,11329,8803,38704,1466,363,300,235,7404,5990,4981,2823
2025-06,Area_12,T156,Referral,17032,13112,66922,2571,290,258,423,10819,8039,5557,3530
2025-06,Area_12,T156,Display,37462,29875,86443,6057,849,833,445,28323,21678,13335,7777
2025-07,Area_12,T156,Paid Search,26921,18093,96780,2422,534,546,800,16254,12049,8791,5238
2025-07,Area_12,T156,Organic Search,9166,5809,27382,1195,351,184,142,7536,5557,4354,2544
2025-07,Area_12,T156,Direct,11695,8187,22433,2056,181,422,199,7071,5529,3781,2127
2025-07,Area_12,T156,Referral,36113,23094,130022,3092,1500,443,270,32135,22748,18528,12521
2025-07,Area_12,T156,Display,23928,18483,74954,1776,1170,913,554,19988,14236,8956,5307
2025-08,Area_12,T156,Paid Search,32565,20191,83676,4963,1503,368,364,21310,16319,13173,8306
2025-08,Area_12,T156,Organic Search,13199,6183,36432,2337,474,166,305,10952,8687,7153,4216
2025-08,Area_12,T156,Direct,10690,5382,38549,1277,229,132,280,6974,5502,4030,2105
2025-08,Area_12,T156,Referral,27955,17818,70279,2482,983,423,353,17032,13832,9832,7158
2025-08,Area_12,T156,Display,34464,25058,148604,2121,670,957,316,30850,24523,19580,10261
2025-09,Area_12,T156,Paid Search,37172,21429,110970,2470,435,985,665,26336,22202,16158,12343
2025-09,Area_12,T156,Organic Search,28789,18276,59221,1564,1377,554,255,19037,17032,11641,7470
2025-09,Area_12,T156,Direct,29900,18963,82038,2217,1353,1156,802,23901,18647,13570,7339
2025-09,Area_12,T156,Referral,34004,18360,134885,3851,392,1334,352,22613,17938,13626,7849
2025-09,Area_12,T156,Display,3841,1843,12650,589,111,62,83,2391,1833,1465,922
2025-10,Area_12,T156,Paid Search,29970,14211,83630,2403,966,659,564,24451,17473,10917,7525
2025-10,Area_12,T156,Organic Search,23387,13893,39905,3436,433,772,285,18261,16424,10148,5862
2025-10,Area_12,T156,Direct,3119,1786,5897,282,84,121,26,1972,1609,1293,672
2025-10,Area_12,T156,Referral,27425,20929,107284,4873,422,871,285,18376,12971,9068,5380
2025-10,Area_12,T156,Display,28912,17244,69505,5642,770,430,812,19302,14641,9537,7314
2025-11,Area_12,T156,Paid Search,11460,6774,32629,1856,217,397,58,6891,5611,3577,2773
2025-11,Area_12,T156,Organic Search,39106,26961,162069,6596,1706,525,463,33672,27306,22939,16461
2025-11,Area_12,T156,Direct,5353,3910,22837,1047,205,103,76,3850,2920,2058,1167
2025-11,Area_12,T156,Referral,15033,11445,56467,2095,228,301,169,11436,9874,6961,3787
2025-11,Area_12,T156,Display,18444,11509,43510,2934,560,462,172,12692,10438,7312,5135
2025-12,Area_12,T156,Paid Search,4828,3859,8029,716,90,180,75,3296,2418,1994,1182
2025-12,Area_12,T156,Organic Search,36959,28232,165096,7301,1346,512,488,23456,20499,13137,10261
2025-12,Area_12,T156,Direct,8678,4853,21839,673,166,325,205,5302,4766,4005,2556
2025-12,Area_12,T156,Referral,33739,26367,68105,5117,431,1007,790,24989,20816,17393,11345
2025-12,Area_12,T156,Display,18814,8503,57591,1733,191,613,304,12180,9452,6165,4183
2025-01,Area_11,T137,Paid Search,39144,19401,72308,4898,1131,946,1107,26782,20723,12637,7237
2025-01,Area_11,T137,Organic Search,33496,18470,104857,5187,1281,963,384,26764,22194,16724,10985
2025-01,Area_11,T137,Direct,23731,17851,43304,3399,702,459,190,17120,12617,8197,4502
2025-01,Area_11,T137,Referral,2648,1761,7927,445,126,60,27,1920,1598,1019,721
2025-01,Area_11,T137,Display,36871,25595,143932,5151,1406,1457,1002,25008,19624,14378,9915
2025-02,Area_11,T137,Paid Search,21593,15049,40232,3887,393,740,361,19056,16149,9748,4939
2025-02,Area_11,T137,Organic Search,20638,11751,59699,4026,950,677,481,13158,11642,7246,4761
2025-02,Area_11,T137,Direct,37789,27974,131202,5311,814,1268,365,30862,21938,14585,7673
2025-02,Area_11,T137,Referral,36372,16983,70496,3306,711,1018,714,23287,18533,11501,8462
2025-02,Area_11,T137,Display,24689,14586,105220,4608,589,748,724,19661,17052,13669,8384
2025-03,Area_11,T137,Paid Search,17433,8370,42214,1293,796,364,214,11635,9592,7052,3789
2025-03,Area_11,T137,Organic Search,30882,16577,112837,3779,1058,582,242,24690,21392,15710,10375
2025-03,Area_11,T137,Direct,5999,4723,26275,1117,267,67,107,5363,3880,3189,1891
2025-03,Area_11,T137,Referral,37685,17939,86992,4391,387,949,690,27682,21567,14292,9017
2025-03,Area_11,T137,Display,2966,1450,12504,221,35,89,60,2606,2144,1707,1361
2025-04,Area_11,T137,Paid Search,21007,11399,90395,3554,303,728,222,14101,10449,6810,5293
2025-04,Area_11,T137,Organic Search,5816,3095,19169,914,258,114,131,5155,4239,3265,1679
2025-04,Area_11,T137,Direct,4841,3033,19280,620,74,184,121,3048,2681,1708,975
2025-04,Area_11,T137,Referral,28521,14518,82341,5261,593,569,288,17163,15210,12278,9398
2025-04,Area_11,T137,Display,26196,14944,89924,1743,749,656,630,17272,15116,11871,7331
2025-05,Area_11,T137,Paid Search,38848,18852,150498,3139,438,670,423,25175,21956,15201,10137
2025-05,Area_11,T137,Organic Search,30901,15564,65298,5167,503,811,593,27457,23167,18267,12958
2025-05,Area_11,T137,Direct,4816,3527,16896,694,57,97,140,3176,2640,1826,1229
2025-05,Area_11,T137,Referral,27963,20798,65765,3881,834,1012,472,17648,13062,9631,5759
2025-05,Area_11,T137,Display,26006,15336,92139,3715,943,944,647,15824,11895,8112,4456
2025-06,Area_11,T137,Paid Search,30310,22024,68250,2282,842,1153,822,23425,20186,12326,8096
2025-06,Area_11,T137,Organic Search,27753,12995,48984,4032,1344,589,274,20996,18747,12634,9872
2025-06,Area_11,T137,Direct,22753,13848,36647,2983,490,823,449,17431,13980,10802,5808
2025-06,Area_11,T137,Referral,24536,14249,40834,2944,630,467,308,19599,15549,11687,7490
2025-06,Area_11,T137,Display,10502,6792,32644,1929,466,171,273,9052,7825,6187,3519
2025-07,Area_11,T137,Paid Search,7454,4354,20789,606,362,258,221,4997,3708,2428,1830
2025-07,Area_11,T137,Organic Search,9242,5767,35249,1793,174,236,237,7369,6629,5501,4178
2025-07,Area_11,T137,Direct,13346,10156,50904,831,372,175,128,10246,9169,7793,5444
2025-07,Area_11,T137,Referral,2214,1119,8803,405,48,48,18,1937,1696,1102,851
2025-07,Area_11,T137,Display,30321,19496,70182,3486,1265,371,723,21394,18938,12368,9127
2025-08,Area_11,T137,Paid Search,23580,15224,93399,4424,379,241,533,19349,17410,11124,7026
2025-08,Area_11,T137,Organic Search,6241,4830,17992,811,289,91,157,5210,4382,3544,2277
2025-08,Area_11,T137,Direct,11454,9140,19170,1448,477,341,333,8150,7064,4462,3366
2025-08,Area_11,T137,Referral,24219,18401,56786,1865,937,689,145,15210,13568,9242,5421
2025-08,Area_11,T137,Display,8577,4051,21550,1036,171,199,200,5694,5006,3186,2204
2025-09,Area_11,T137,Paid Search,5275,3092,16425,850,98,55,74,3708,3254,2579,1474
2025-09,Area_11,T137,Organic Search,32367,18432,66429,3461,884,1176,607,21958,19706,16454,8621
2025-09,Area_11,T137,Direct,10443,4771,41198,628,470,416,55,6945,5420,3270,1645
2025-09,Area_11,T137,Referral,13747,6393,42907,2400,428,544,350,10143,8853,6228,3431
2025-09,Area_11,T137,Display,33803,24039,132427,6055,1117,1049,916,30064,25236,16837,8806
2025-10,Area_11,T137,Paid Search,10430,6151,30893,725,222,177,251,7429,6212,4309,2768
2025-10,Area_11,T137,Organic Search,19297,12542,56503,3048,946,346,561,12731,9905,7567,4974
2025-10,Area_11,T137,Direct,39582,30147,159159,6165,1627,1454,724,29790,24119,19394,9895
2025-10,Area_11,T137,Referral,10489,7439,31096,2091,191,171,126,8402,5921,4593,3157
2025-10,Area_11,T137,Display,31747,24616,60227,5408,1272,1152,192,22620,18067,14008,9530
2025-11,Area_11,T137,Paid Search,22130,12779,74571,3932,880,505,419,17263,15344,11250,6704
2025-11,Area_11,T137,Organic Search,39276,19941,123189,5219,1220,894,273,29198,24178,17004,9808
2025-11,Area_11,T137,Direct,32442,24669,87911,5130,1579,1287,393,24610,17670,12576,6584
2025-11,Area_11,T137,Referral,7232,3570,27434,1062,355,113,214,6440,5167,3286,1796
2025-11,Area_11,T137,Display,23070,17830,102457,3632,994,437,280,20059,15232,9206,7320
2025-12,Area_11,T137,Paid Search,20311,13725,36360,2570,235,607,517,14351,11762,7957,4195
2025-12,Area_11,T137,Organic Search,10244,4802,29315,1275,462,383,205,8820,6437,4308,2262
2025-12,Area_11,T137,Direct,6457,4062,10518,1237,140,140,157,4688,3501,2711,1989
2025-12,Area_11,T137,Referral,13314,10031,40069,2458,464,197,382,7993,6205,4071,2710
2025-12,Area_11,T137,Display,11675,7113,19478,2178,155,197,307,7811,5520,3678,1923
2025-01,Area_14,T176,Paid Search,12800,8659,30338,2487,391,488,328,10860,9232,6347,3193
2025-01,Area_14,T176,Organic Search,15567,7926,28699,1353,490,191,270,11445,8608,5618,3879
2025-01,Area_14,T176,Direct,13873,6393,26733,1712,183,314,244,12438,9244,6111,4481
2025-01,Area_14,T176,Referral,32911,23810,69072,2619,784,543,667,24029,20630,16218,10431
