INTERACTION_ID,CUSTOMER_ID,TIER,CONTACT_DATE,CALL_TYPE,CALL_DURATION,REACH_BACK
INT008087,1883315264,tier_1,2025-02-21,Outbound,50,false
INT008088,1883315264,tier_1,2025-03-04,Follow-up,30,false
INT008089,1883315264,tier_1,2025-01-23,Outbound,10,true
INT008090,1883315264,tier_1,2025-07-11,Inbound,40,false
INT008091,1883315264,tier_1,2025-01-25,Outbound,40,false
INT008092,1883315264,tier_1,2025-11-16,Follow-up,40,false
INT008093,4043768178,tier_2,2025-11-02,Follow-up,20,false
INT008094,4043768178,tier_2,2025-11-27,Inbound,40,true
INT008095,4043768178,tier_2,2025-08-23,Outbound,30,false
INT008096,4043768178,tier_2,2025-12-31,Outbound,40,false
INT008097,2701748383,tier_3,2025-02-26,Outbound,40,false
INT008098,2701748383,tier_3,2025-02-20,Outbound,40,false
INT008099,2701748383,tier_3,2025-10-30,Outbound,50,false
INT008100,2701748383,tier_3,2025-11-23,Inbound,50,false
INT008101,5129308035,tier_1,2025-02-01,Follow-up,30,true
INT008102,5129308035,tier_1,2025-12-05,Outbound,50,false
INT008103,5129308035,tier_1,2025-04-28,Follow-up,10,false
INT008104,5129308035,tier_1,2025-02-28,Follow-up,10,true
INT008105,5129308035,tier_1,2025-12-18,Outbound,20,false
INT008106,5129308035,tier_1,2025-07-28,Follow-up,10,true
INT008107,5129308035,tier_1,2025-12-10,Outbound,20,true
INT008108,6316861829,unidentified,2025-05-06,Inbound,40,false
INT008109,6713386153,unidentified,2025-10-16,Outbound,30,false
INT008110,8581567334,tier_3,2025-03-13,Inbound,20,false
INT008111,8581567334,tier_3,2025-12-31,Inbound,30,false
INT008112,8581567334,tier_3,2025-01-26,Follow-up,20,true
INT008113,8581567334,tier_3,2025-04-19,Follow-up,10,false
INT008114,8581567334,tier_3,2025-09-30,Inbound,40,false
INT008115,6525962466,tier_2,2025-05-30,Follow-up,30,true
INT008116,6525962466,tier_2,2025-11-24,Inbound,20,true
INT008117,6525962466,tier_2,2025-09-20,Outbound,30,true
INT008118,6525962466,tier_2,2025-06-05,Outbound,50,true
INT008119,6525962466,tier_2,2025-11-18,Outbound,20,false
INT008120,6525962466,tier_2,2025-04-01,Inbound,40,false
INT008121,6525962466,tier_2,2025-08-21,Follow-up,20,false
INT008122,4774814856,tier_3,2025-11-17,Follow-up,50,false
INT008123,4774814856,tier_3,2025-01-23,Inbound,10,true
INT008124,4774814856,tier_3,2025-11-06,Follow-up,30,false
INT008125,4774814856,tier_3,2025-11-04,Outbound,30,false
INT008126,3231171785,tier_1,2025-01-31,Outbound,10,false
INT008127,3231171785,tier_1,2025-03-17,Inbound,30,true
INT008128,3231171785,tier_1,2025-09-03,Follow-up,30,false
INT008129,3231171785,tier_1,2025-05-29,Inbound,50,false
INT008130,3231171785,tier_1,2025-07-12,Inbound,10,true
INT008131,3231171785,tier_1,2025-06-21,Outbound,10,true
INT008132,3231171785,tier_1,2025-01-15,Inbound,40,false
INT008133,3231171785,tier_1,2025-02-07,Outbound,30,true
INT008134,4147802315,unidentified,2025-03-09,Follow-up,10,false
INT008135,5536014469,tier_3,2025-07-05,Follow-up,10,false
INT008136,5536014469,tier_3,2025-02-08,Follow-up,50,false
INT008137,5536014469,tier_3,2025-12-27,Follow-up,50,false
INT008138,5536014469,tier_3,2025-10-20,Follow-up,50,false
INT008139,5536014469,tier_3,2025-06-17,Inbound,30,false
INT008140,1088393119,tier_1,2025-04-25,Follow-up,40,true
INT008141,1088393119,tier_1,2025-08-18,Inbound,20,false
INT008142,1088393119,tier_1,2025-01-13,Follow-up,10,false
INT008143,1088393119,tier_1,2025-05-04,Follow-up,40,false
INT008144,1088393119,tier_1,2025-07-09,Inbound,10,false
INT008145,1088393119,tier_1,2025-04-23,Outbound,10,false
INT008146,1088393119,tier_1,2025-09-12,Outbound,20,true
INT008147,1088393119,tier_1,2025-12-01,Outbound,50,false
INT008148,1088393119,tier_1,2025-07-24,Inbound,30,false
INT008149,5899793968,tier_2,2025-10-19,Inbound,30,false
INT008150,5899793968,tier_2,2025-02-18,Outbound,10,true
INT008151,5899793968,tier_2,2025-11-04,Follow-up,10,false
INT008152,5899793968,tier_2,2025-11-04,Inbound,20,true
INT008153,5899793968,tier_2,2025-06-11,Inbound,30,false
INT008154,5899793968,tier_2,2025-07-29,Inbound,40,true
INT008155,5899793968,tier_2,2025-12-08,Inbound,40,false
INT008156,1842716714,tier_3,2025-05-25,Inbound,40,false
INT008157,1842716714,tier_3,2025-03-04,Outbound,30,false
INT008158,1842716714,tier_3,2025-05-08,Inbound,10,false
INT008159,1842716714,tier_3,2025-09-19,Follow-up,20,false
INT008160,1842716714,tier_3,2025-08-04,Outbound,30,false
INT008161,5339285108,unidentified,2025-10-12,Inbound,40,true
INT008162,5339285108,unidentified,2025-02-05,Outbound,40,false
INT008163,5339285108,unidentified,2025-10-24,Inbound,20,false
INT008164,3703913802,tier_1,2025-02-05,Outbound,20,true
INT008165,3703913802,tier_1,2025-12-18,Follow-up,10,true
INT008166,3703913802,tier_1,2025-04-12,Follow-up,10,false
INT008167,3703913802,tier_1,2025-04-25,Follow-up,50,false
INT008168,3703913802,tier_1,2025-10-23,Follow-up,50,false
INT008169,3703913802,tier_1,2025-05-09,Follow-up,10,true
INT008170,3703913802,tier_1,2025-06-12,Outbound,20,true
INT008171,3703913802,tier_1,2025-12-02,Follow-up,50,false
INT008172,3703913802,tier_1,2025-05-26,Outbound,50,true
INT008173,2779458198,unidentified,2025-06-20,Inbound,20,false
INT008174,9782593269,tier_2,2025-10-21,Inbound,10,false
INT008175,9782593269,tier_2,2025-06-09,Follow-up,50,false
INT008176,9782593269,tier_2,2025-11-30,Follow-up,40,false
INT008177,9782593269,tier_2,2025-06-13,Follow-up,20,false
INT008178,9782593269,tier_2,2025-02-21,Outbound,50,false
INT008179,9782593269,tier_2,2025-05-29,Inbound,10,true
INT008180,7214641136,unidentified,2025-10-19,Outbound,40,false
INT008181,3681306079,tier_3,2025-05-11,Inbound,10,false
INT008182,3681306079,tier_3,2025-06-15,Follow-up,30,false
INT008183,3681306079,tier_3,2025-01-11,Follow-up,50,true
INT008184,3681306079,tier_3,2025-08-21,Outbound,10,false
INT008185,2216762317,tier_2,2025-06-30,Inbound,40,false
INT008186,2216762317,tier_2,2025-07-05,Inbound,50,false
INT008187,2216762317,tier_2,2025-04-20,Outbound,40,true
INT008188,2216762317,tier_2,2025-08-07,Inbound,10,false
INT008189,4040153767,tier_1,2025-04-22,Follow-up,50,true
INT008190,4040153767,tier_1,2025-11-02,Outbound,30,false
INT008191,4040153767,tier_1,2025-11-01,Outbound,30,true
INT008192,4040153767,tier_1,2025-02-03,Outbound,10,true
INT008193,4040153767,tier_1,2025-12-13,Outbound,50,false
INT008194,4040153767,tier_1,2025-01-16,Outbound,30,true
INT008195,4040153767,tier_1,2025-06-25,Inbound,10,false
INT008196,4040153767,tier_1,2025-04-17,Outbound,40,false
INT008197,3288895381,tier_1,2025-12-19,Inbound,10,true
INT008198,3288895381,tier_1,2025-02-03,Outbound,20,true
INT008199,3288895381,tier_1,2025-12-08,Outbound,20,true
INT008200,3288895381,tier_1,2025-05-13,Outbound,40,false
INT008201,3288895381,tier_1,2025-05-17,Follow-up,30,true
INT008202,3288895381,tier_1,2025-06-23,Inbound,20,false
INT008203,3288895381,tier_1,2025-06-06,Follow-up,20,false
INT008204,7578038864,tier_2,2025-06-06,Follow-up,30,true
INT008205,7578038864,tier_2,2025-02-14,Outbound,20,true
INT008206,7578038864,tier_2,2025-05-22,Inbound,40,false
INT008207,7578038864,tier_2,2025-03-22,Follow-up,40,true
INT008208,9030645488,tier_3,2025-03-14,Follow-up,40,false
INT008209,9030645488,tier_3,2025-10-07,Outbound,20,true
INT008210,9030645488,tier_3,2025-10-29,Inbound,40,false
INT008211,7292331580,tier_2,2025-12-06,Inbound,50,false
INT008212,7292331580,tier_2,2025-10-04,Outbound,40,false
INT008213,7292331580,tier_2,2025-05-18,Inbound,10,false
INT008214,7292331580,tier_2,2025-05-05,Outbound,30,true
INT008215,7292331580,tier_2,2025-09-23,Follow-up,20,false
INT008216,7292331580,tier_2,2025-02-26,Outbound,20,false
INT008217,7292331580,tier_2,2025-03-14,Follow-up,20,true
INT008218,4177675819,unidentified,2025-10-06,Outbound,40,true
INT008219,4177675819,unidentified,2025-02-23,Follow-up,40,false
INT008220,2444000113,unidentified,2025-12-27,Follow-up,40,false
INT008221,2444000113,unidentified,2025-07-06,Outbound,30,false
INT008222,2444000113,unidentified,2025-12-21,Outbound,20,false
INT008223,2152346162,tier_3,2025-03-20,Outbound,30,false
INT008224,2152346162,tier_3,2025-07-12,Follow-up,50,false
INT008225,2152346162,tier_3,2025-06-30,Inbound,20,false
INT008226,6776378747,tier_1,2025-12-05,Inbound,20,true
INT008227,6776378747,tier_1,2025-02-26,Follow-up,30,false
INT008228,6776378747,tier_1,2025-06-25,Follow-up,40,false
INT008229,6776378747,tier_1,2025-07-27,Inbound,50,false
INT008230,6776378747,tier_1,2025-11-20,Outbound,50,false
INT008231,6776378747,tier_1,2025-09-13,Inbound,10,false
INT008232,6776378747,tier_1,2025-12-06,Follow-up,50,false
INT008233,7452317779,tier_2,2025-04-11,Outbound,10,false
INT008234,7452317779,tier_2,2025-04-20,Follow-up,30,true
INT008235,7452317779,tier_2,2025-12-12,Inbound,50,false
INT008236,7452317779,tier_2,2025-01-23,Outbound,20,false
INT008237,7452317779,tier_2,2025-06-27,Follow-up,30,true
INT008238,7452317779,tier_2,2025-06-11,Follow-up,10,true
INT008239,8155850952,tier_3,2025-11-06,Inbound,30,false
INT008240,8155850952,tier_3,2025-11-05,Outbound,50,false
INT008241,8155850952,tier_3,2025-09-10,Inbound,50,false
INT008242,2721689525,tier_1,2025-07-27,Follow-up,40,false
INT008243,2721689525,tier_1,2025-05-01,Outbound,50,false
INT008244,2721689525,tier_1,2025-10-09,Inbound,40,true
INT008245,2721689525,tier_1,2025-11-21,Follow-up,30,true
INT008246,2721689525,tier_1,2025-04-14,Inbound,20,true
INT008247,2721689525,tier_1,2025-09-03,Outbound,20,false
INT008248,2721689525,tier_1,2025-06-27,Inbound,50,false
INT008249,3275241742,unidentified,2025-01-09,Inbound,50,false
INT008250,4597261273,unidentified,2025-12-27,Follow-up,40,true
INT008251,4597261273,unidentified,2025-04-26,Inbound,30,false
INT008252,6057244505,tier_1,2025-04-01,Follow-up,40,false
INT008253,6057244505,tier_1,2025-10-14,Outbound,20,false
INT008254,6057244505,tier_1,2025-05-20,Inbound,20,true
INT008255,6057244505,tier_1,2025-10-28,Follow-up,40,false
INT008256,6057244505,tier_1,2025-11-25,Follow-up,50,false
INT008257,6057244505,tier_1,2025-07-02,Inbound,30,false
INT008258,6640789598,tier_2,2025-11-16,Follow-up,50,false
INT008259,6640789598,tier_2,2025-04-21,Outbound,10,true
INT008260,6640789598,tier_2,2025-11-01,Follow-up,40,false
INT008261,6640789598,tier_2,2025-02-02,Inbound,20,false
INT008262,9313756329,tier_3,2025-08-30,Inbound,40,true
INT008263,9313756329,tier_3,2025-06-02,Follow-up,20,true
INT008264,9313756329,tier_3,2025-02-17,Inbound,50,false
INT008265,4323839398,unidentified,2025-06-02,Follow-up,20,false
INT008266,4323839398,unidentified,2025-11-06,Follow-up,10,false
INT008267,4323839398,unidentified,2025-05-18,Inbound,30,false
INT008268,7295155918,tier_2,2025-01-02,Outbound,30,false
INT008269,7295155918,tier_2,2025-05-13,Follow-up,50,true
INT008270,7295155918,tier_2,2025-05-31,Outbound,10,false
INT008271,7295155918,tier_2,2025-01-26,Inbound,20,false
INT008272,7295155918,tier_2,2025-05-31,Inbound,40,false
INT008273,5267448478,tier_1,2025-05-02,Inbound,30,false
INT008274,5267448478,tier_1,2025-10-08,Follow-up,10,true
INT008275,5267448478,tier_1,2025-04-15,Outbound,50,false
INT008276,5267448478,tier_1,2025-11-28,Inbound,40,false
INT008277,5267448478,tier_1,2025-12-18,Follow-up,50,false
INT008278,5267448478,tier_1,2025-03-22,Follow-up,40,false
INT008279,5267448478,tier_1,2025-03-20,Outbound,20,false
INT008280,5267448478,tier_1,2025-05-13,Follow-up,20,false
INT008281,5267448478,tier_1,2025-11-04,Outbound,30,false
INT008282,1218957143,tier_3,2025-01-10,Outbound,40,false
INT008283,1218957143,tier_3,2025-02-12,Outbound,10,false
INT008284,1218957143,tier_3,2025-09-12,Outbound,20,false
INT008285,1218957143,tier_3,2025-06-15,Follow-up,20,true
INT008286,3297507531,tier_2,2025-06-20,Follow-up,50,true
INT008287,3297507531,tier_2,2025-02-13,Outbound,20,false
INT008288,3297507531,tier_2,2025-01-31,Follow-up,50,false
INT008289,3297507531,tier_2,2025-04-01,Inbound,50,false
INT008290,3297507531,tier_2,2025-07-22,Outbound,10,false
INT008291,5110189612,tier_1,2025-12-21,Inbound,30,false
INT008292,5110189612,tier_1,2025-05-02,Inbound,50,false
INT008293,5110189612,tier_1,2025-11-22,Follow-up,20,true
INT008294,5110189612,tier_1,2025-10-31,Follow-up,40,false
INT008295,5110189612,tier_1,2025-10-23,Inbound,50,false
INT008296,5110189612,tier_1,2025-04-15,Outbound,50,false
INT008297,2878702057,tier_1,2025-04-23,Inbound,30,false
INT008298,2878702057,tier_1,2025-04-11,Outbound,50,false
INT008299,2878702057,tier_1,2025-12-05,Follow-up,20,false
INT008300,2878702057,tier_1,2025-11-04,Follow-up,40,false
INT008301,2878702057,tier_1,2025-12-12,Inbound,30,false
INT008302,2878702057,tier_1,2025-05-27,Outbound,50,false
INT008303,2878702057,tier_1,2025-05-26,Inbound,10,false
INT008304,2056889806,tier_1,2025-02-23,Outbound,30,false
INT008305,2056889806,tier_1,2025-02-22,Inbound,20,false
INT008306,2056889806,tier_1,2025-10-31,Outbound,30,false
INT008307,2056889806,tier_1,2025-10-22,Inbound,30,false
INT008308,2056889806,tier_1,2025-02-07,Outbound,40,false
INT008309,2056889806,tier_1,2025-01-23,Outbound,20,true
INT008310,2056889806,tier_1,2025-12-30,Follow-up,50,true
INT008311,2056889806,tier_1,2025-07-22,Inbound,10,false
INT008312,6114266318,unidentified,2025-06-02,Follow-up,10,true
INT008313,6114266318,unidentified,2025-08-02,Outbound,50,false
INT008314,4186293702,tier_2,2025-12-05,Follow-up,30,false
INT008315,4186293702,tier_2,2025-07-17,Follow-up,20,false
INT008316,4186293702,tier_2,2025-11-13,Inbound,30,false
INT008317,4186293702,tier_2,2025-11-10,Outbound,20,true
INT008318,4186293702,tier_2,2025-12-06,Inbound,30,true
INT008319,4186293702,tier_2,2025-07-18,Outbound,30,false
INT008320,4186293702,tier_2,2025-11-05,Inbound,40,false
INT008321,4288203757,tier_1,2025-01-28,Follow-up,50,true
INT008322,4288203757,tier_1,2025-03-30,Inbound,10,false
INT008323,4288203757,tier_1,2025-11-22,Inbound,30,false
INT008324,4288203757,tier_1,2025-10-14,Outbound,30,true
INT008325,4288203757,tier_1,2025-08-10,Inbound,50,false
INT008326,4288203757,tier_1,2025-05-16,Follow-up,20,false
INT008327,4288203757,tier_1,2025-11-26,Outbound,30,false
INT008328,4288203757,tier_1,2025-02-25,Inbound,50,true
INT008329,4550589361,unidentified,2025-12-16,Follow-up,20,true
INT008330,4550589361,unidentified,2025-04-19,Inbound,40,false
INT008331,7267407073,tier_1,2025-04-24,Inbound,10,false
INT008332,7267407073,tier_1,2025-10-01,Outbound,30,true
INT008333,7267407073,tier_1,2025-10-26,Outbound,10,true
INT008334,7267407073,tier_1,2025-01-05,Inbound,20,true
INT008335,7267407073,tier_1,2025-11-21,Outbound,10,false
INT008336,7267407073,tier_1,2025-04-04,Follow-up,40,true
INT008337,7267407073,tier_1,2025-10-31,Outbound,40,false
INT008338,7267407073,tier_1,2025-03-04,Outbound,50,true
INT008339,7180238924,unidentified,2025-12-04,Follow-up,40,true
INT008340,4853126933,tier_1,2025-04-11,Follow-up,30,true
INT008341,4853126933,tier_1,2025-10-23,Follow-up,30,false
INT008342,4853126933,tier_1,2025-07-29,Outbound,50,true
INT008343,4853126933,tier_1,2025-11-29,Outbound,10,false
INT008344,4853126933,tier_1,2025-05-30,Outbound,20,false
INT008345,4853126933,tier_1,2025-06-02,Outbound,40,true
INT008346,7371753232,unidentified,2025-05-31,Outbound,10,false
INT008347,7371753232,unidentified,2025-03-18,Outbound,50,false
INT008348,4347936084,unidentified,2025-05-02,Inbound,40,false
INT008349,6999771221,unidentified,2025-08-28,Inbound,20,false
INT008350,3427501690,tier_1,2025-07-15,Outbound,20,true
INT008351,3427501690,tier_1,2025-09-19,Outbound,10,false
INT008352,3427501690,tier_1,2025-01-19,Follow-up,40,true
INT008353,3427501690,tier_1,2025-12-14,Inbound,50,false
INT008354,3427501690,tier_1,2025-01-13,Outbound,30,false
INT008355,3427501690,tier_1,2025-02-01,Outbound,40,true
INT008356,3427501690,tier_1,2025-02-16,Outbound,30,false
INT008357,6134785446,tier_1,2025-11-14,Follow-up,10,false
INT008358,6134785446,tier_1,2025-04-27,Follow-up,20,false
INT008359,6134785446,tier_1,2025-05-30,Inbound,30,false
INT008360,6134785446,tier_1,2025-06-22,Inbound,10,false
INT008361,6134785446,tier_1,2025-12-05,Inbound,30,true
INT008362,6134785446,tier_1,2025-12-24,Outbound,30,false
INT008363,3744265067,unidentified,2025-11-15,Outbound,10,false
INT008364,3744265067,unidentified,2025-08-02,Outbound,50,false
INT008365,2120888764,tier_1,2025-06-18,Follow-up,50,false
INT008366,2120888764,tier_1,2025-04-27,Outbound,50,false
INT008367,2120888764,tier_1,2025-05-25,Inbound,50,false
INT008368,2120888764,tier_1,2025-03-04,Follow-up,30,true
INT008369,2120888764,tier_1,2025-04-14,Inbound,50,false
INT008370,2120888764,tier_1,2025-05-15,Inbound,40,true
INT008371,2120888764,tier_1,2025-03-03,Outbound,10,true
INT008372,6559421180,unidentified,2025-03-08,Outbound,40,false
INT008373,6559421180,unidentified,2025-08-27,Follow-up,50,false
INT008374,6559421180,unidentified,2025-05-08,Outbound,10,false
INT008375,2626214519,tier_2,2025-11-03,Follow-up,20,false
INT008376,2626214519,tier_2,2025-10-08,Follow-up,10,false
INT008377,2626214519,tier_2,2025-01-12,Follow-up,40,false
INT008378,2626214519,tier_2,2025-06-02,Follow-up,40,false
INT008379,4738057295,tier_2,2025-08-16,Follow-up,10,false
INT008380,4738057295,tier_2,2025-02-04,Follow-up,20,false
INT008381,4738057295,tier_2,2025-04-24,Follow-up,30,false
INT008382,4738057295,tier_2,2025-07-13,Inbound,40,false
INT008383,4738057295,tier_2,2025-09-30,Inbound,40,false
INT008384,9952307192,tier_2,2025-07-14,Follow-up,10,true
INT008385,9952307192,tier_2,2025-01-05,Inbound,30,false
INT008386,9952307192,tier_2,2025-03-05,Follow-up,30,false
INT008387,9952307192,tier_2,2025-09-21,Inbound,30,true
INT008388,9952307192,tier_2,2025-05-01,Follow-up,50,false
INT008389,3373555100,unidentified,2025-02-21,Follow-up,20,false
INT008390,3373555100,unidentified,2025-05-24,Outbound,10,false
INT008391,4993209911,tier_1,2025-02-06,Follow-up,10,true
INT008392,4993209911,tier_1,2025-12-31,Follow-up,20,false
INT008393,4993209911,tier_1,2025-05-31,Inbound,40,true
INT008394,4993209911,tier_1,2025-01-27,Inbound,30,false
INT008395,4993209911,tier_1,2025-02-01,Follow-up,30,true
INT008396,4993209911,tier_1,2025-02-08,Inbound,40,false
INT008397,2598894134,unidentified,2025-05-13,Inbound,10,false
INT008398,2598894134,unidentified,2025-01-21,Follow-up,50,false
INT008399,4466742361,tier_1,2025-03-31,Outbound,50,true
INT008400,4466742361,tier_1,2025-05-25,Inbound,50,true
INT008401,4466742361,tier_1,2025-03-22,Follow-up,50,true
INT008402,4466742361,tier_1,2025-04-08,Follow-up,40,true
INT008403,4466742361,tier_1,2025-02-27,Inbound,10,false
INT008404,4466742361,tier_1,2025-08-26,Outbound,30,true
INT008405,8284278579,tier_1,2025-07-05,Follow-up,10,true
INT008406,8284278579,tier_1,2025-02-08,Outbound,10,true
INT008407,8284278579,tier_1,2025-10-31,Follow-up,10,true
INT008408,8284278579,tier_1,2025-07-02,Follow-up,50,true
INT008409,8284278579,tier_1,2025-06-03,Follow-up,10,false
INT008410,8284278579,tier_1,2025-01-07,Inbound,10,true
INT008411,8284278579,tier_1,2025-10-26,Inbound,10,true
INT008412,8284278579,tier_1,2025-09-24,Inbound,20,true
INT008413,3838625703,tier_1,2025-05-17,Follow-up,10,false
INT008414,3838625703,tier_1,2025-04-12,Follow-up,30,false
INT008415,3838625703,tier_1,2025-03-06,Inbound,10,false
INT008416,3838625703,tier_1,2025-08-19,Outbound,10,false
INT008417,3838625703,tier_1,2025-07-30,Outbound,40,false
INT008418,3838625703,tier_1,2025-12-16,Outbound,30,true
INT008419,3838625703,tier_1,2025-10-19,Follow-up,50,true
INT008420,3838625703,tier_1,2025-02-06,Outbound,10,false
INT008421,3838625703,tier_1,2025-02-22,Follow-up,40,true
INT008422,8367229851,tier_2,2025-09-23,Inbound,10,false
INT008423,8367229851,tier_2,2025-11-21,Follow-up,40,false
INT008424,8367229851,tier_2,2025-11-06,Outbound,40,false
INT008425,8367229851,tier_2,2025-06-10,Inbound,40,false
INT008426,8367229851,tier_2,2025-11-14,Inbound,40,true
INT008427,8547574251,tier_3,2025-07-22,Inbound,10,true
INT008428,8547574251,tier_3,2025-09-24,Inbound,20,true
INT008429,8547574251,tier_3,2025-11-27,Follow-up,10,false
INT008430,8547574251,tier_3,2025-09-23,Inbound,30,false
INT008431,9136230165,tier_1,2025-04-03,Inbound,20,false
INT008432,9136230165,tier_1,2025-08-01,Inbound,40,false
INT008433,9136230165,tier_1,2025-03-15,Follow-up,50,false
INT008434,9136230165,tier_1,2025-07-30,Inbound,40,false
INT008435,9136230165,tier_1,2025-01-24,Inbound,10,false
INT008436,9136230165,tier_1,2025-08-15,Follow-up,30,true
INT008437,9136230165,tier_1,2025-05-09,Follow-up,30,true
INT008438,1987581437,tier_2,2025-01-05,Follow-up,50,true
INT008439,1987581437,tier_2,2025-09-27,Inbound,50,false
INT008440,1987581437,tier_2,2025-05-17,Outbound,40,false
INT008441,1987581437,tier_2,2025-02-03,Follow-up,40,true
INT008442,1987581437,tier_2,2025-10-13,Outbound,40,true
INT008443,2099276566,tier_2,2025-04-18,Inbound,10,false
INT008444,2099276566,tier_2,2025-06-28,Follow-up,10,false
INT008445,2099276566,tier_2,2025-02-23,Outbound,30,false
INT008446,2099276566,tier_2,2025-06-15,Outbound,20,false
INT008447,2099276566,tier_2,2025-10-17,Follow-up,20,false
INT008448,5756456949,tier_3,2025-07-31,Outbound,40,false
INT008449,5756456949,tier_3,2025-09-26,Follow-up,20,false
INT008450,5756456949,tier_3,2025-08-28,Outbound,30,false
INT008451,5756456949,tier_3,2025-07-02,Outbound,20,false
INT008452,4827786618,unidentified,2025-11-25,Inbound,20,false
INT008453,4827786618,unidentified,2025-08-03,Follow-up,30,false
INT008454,4827786618,unidentified,2025-10-30,Inbound,30,false
INT008455,2902573265,tier_1,2025-09-14,Follow-up,40,true
INT008456,2902573265,tier_1,2025-06-27,Inbound,30,true
INT008457,2902573265,tier_1,2025-03-03,Follow-up,50,false
INT008458,2902573265,tier_1,2025-10-22,Inbound,20,false
INT008459,2902573265,tier_1,2025-05-20,Follow-up,50,true
INT008460,2902573265,tier_1,2025-06-15,Outbound,40,false
INT008461,2902573265,tier_1,2025-05-26,Follow-up,40,false
INT008462,2902573265,tier_1,2025-03-04,Outbound,10,false
INT008463,2902573265,tier_1,2025-01-19,Follow-up,40,true
INT008464,9540452626,tier_3,2025-03-02,Inbound,20,true
INT008465,9540452626,tier_3,2025-12-11,Outbound,30,true
INT008466,9540452626,tier_3,2025-12-02,Follow-up,40,false
INT008467,9540452626,tier_3,2025-03-15,Inbound,30,false
INT008468,1297497246,tier_3,2025-03-17,Inbound,30,false
INT008469,1297497246,tier_3,2025-05-06,Follow-up,40,false
INT008470,1297497246,tier_3,2025-08-02,Outbound,10,false
INT008471,1297497246,tier_3,2025-03-17,Inbound,20,false
INT008472,8900944268,tier_2,2025-08-14,Outbound,50,false
INT008473,8900944268,tier_2,2025-06-25,Inbound,30,false
INT008474,8900944268,tier_2,2025-08-07,Outbound,10,false
INT008475,8900944268,tier_2,2025-07-24,Outbound,30,false
INT008476,8900944268,tier_2,2025-01-05,Outbound,40,false
INT008477,8900944268,tier_2,2025-02-15,Outbound,40,false
INT008478,8900944268,tier_2,2025-10-02,Inbound,20,true
INT008479,5169368901,tier_3,2025-08-26,Inbound,40,false
INT008480,5169368901,tier_3,2025-08-19,Outbound,40,false
INT008481,5169368901,tier_3,2025-06-08,Inbound,30,false
INT008482,5169368901,tier_3,2025-07-06,Follow-up,40,false
INT008483,5169368901,tier_3,2025-07-12,Inbound,50,false
INT008484,3863275056,tier_2,2025-11-28,Outbound,40,false
INT008485,3863275056,tier_2,2025-03-27,Follow-up,30,false
INT008486,3863275056,tier_2,2025-09-27,Outbound,10,false
INT008487,3863275056,tier_2,2025-06-26,Outbound,20,false
INT008488,1249951281,tier_3,2025-04-12,Outbound,40,false
INT008489,1249951281,tier_3,2025-04-06,Inbound,30,false
INT008490,1249951281,tier_3,2025-12-19,Outbound,10,false
INT008491,1249951281,tier_3,2025-07-31,Inbound,20,false
INT008492,1249951281,tier_3,2025-05-25,Outbound,10,false
INT008493,6848341703,unidentified,2025-10-06,Follow-up,40,false
INT008494,6848341703,unidentified,2025-01-15,Outbound,20,false
INT008495,6848341703,unidentified,2025-05-15,Outbound,30,true
INT008496,1910672294,tier_2,2025-10-01,Inbound,20,true
INT008497,1910672294,tier_2,2025-01-13,Follow-up,50,false
INT008498,1910672294,tier_2,2025-11-13,Inbound,10,false
INT008499,1910672294,tier_2,2025-09-16,Inbound,20,false
INT008500,1910672294,tier_2,2025-05-24,Inbound,20,true
INT008501,1910672294,tier_2,2025-05-17,Follow-up,30,false
INT008502,5839504504,tier_1,2025-03-04,Inbound,10,true
INT008503,5839504504,tier_1,2025-05-20,Outbound,40,true
INT008504,5839504504,tier_1,2025-07-20,Inbound,30,false
INT008505,5839504504,tier_1,2025-07-25,Inbound,20,false
INT008506,5839504504,tier_1,2025-11-18,Outbound,30,false
INT008507,5839504504,tier_1,2025-01-01,Inbound,20,false
INT008508,8086202813,tier_2,2025-05-31,Follow-up,40,false
INT008509,8086202813,tier_2,2025-05-07,Follow-up,40,false
INT008510,8086202813,tier_2,2025-01-17,Follow-up,20,false
INT008511,8086202813,tier_2,2025-07-23,Follow-up,30,false
INT008512,8086202813,tier_2,2025-03-06,Inbound,20,false
INT008513,8086202813,tier_2,2025-10-31,Inbound,30,false
INT008514,8086202813,tier_2,2025-03-09,Inbound,10,false
INT008515,6739665045,tier_1,2025-10-14,Outbound,30,false
INT008516,6739665045,tier_1,2025-05-24,Follow-up,40,false
INT008517,6739665045,tier_1,2025-09-21,Follow-up,10,false
INT008518,6739665045,tier_1,2025-07-23,Follow-up,20,false
INT008519,6739665045,tier_1,2025-01-04,Follow-up,50,false
INT008520,6739665045,tier_1,2025-02-07,Inbound,30,false
INT008521,6739665045,tier_1,2025-06-16,Outbound,10,true
INT008522,6739665045,tier_1,2025-09-22,Inbound,20,true
INT008523,8312951774,tier_1,2025-02-23,Follow-up,10,true
INT008524,8312951774,tier_1,2025-02-16,Inbound,20,false
INT008525,8312951774,tier_1,2025-12-08,Inbound,20,true
INT008526,8312951774,tier_1,2025-01-30,Outbound,40,false
INT008527,8312951774,tier_1,2025-01-14,Inbound,40,false
INT008528,8312951774,tier_1,2025-11-20,Inbound,40,false
INT008529,8312951774,tier_1,2025-01-24,Follow-up,20,true
INT008530,4557581403,tier_2,2025-01-04,Inbound,10,false
