MONTH,AREA,TERRITORY,CHANNEL,SEARCH_ENGINE,CAMPAIGN_ID,CAMPAIGN_NAME,IMPRESSIONS,CLICKS,COST,CTR,AVG_CPC
2025-02,Area_11,T136,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,230774,7763,654868.22,0.0336,84.36
2025-02,Area_11,T136,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,214405,9089,828982.23,0.0424,91.21
2025-03,Area_11,T136,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,118384,2726,287142.26,0.0230,105.33
2025-03,Area_11,T136,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,37140,1805,66574.47,0.0486,36.88
2025-03,Area_11,T136,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,123565,5734,300539.11,0.0464,52.41
2025-03,Area_11,T136,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,45595,1224,56611.05,0.0268,46.25
2025-04,Area_11,T136,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,290774,4552,250987.71,0.0157,55.14
2025-04,Area_11,T136,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,249820,6986,471805.84,0.0280,67.54
2025-04,Area_11,T136,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,120591,5070,558338.42,0.0420,110.13
2025-04,Area_11,T136,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,282640,15607,1824171.82,0.0552,116.88
2025-05,Area_11,T136,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,140118,6049,330112.23,0.0432,54.57
2025-05,Area_11,T136,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,69810,918,73716.67,0.0131,80.30
2025-05,Area_11,T136,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,36375,1790,183735.20,0.0492,102.65
2025-05,Area_11,T136,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,178145,9619,1154031.13,0.0540,119.97
2025-06,Area_11,T136,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,215242,2567,276948.79,0.0119,107.89
2025-06,Area_11,T136,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,82999,1365,91244.96,0.0164,66.85
2025-06,Area_11,T136,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,189564,3113,70403.09,0.0164,22.62
2025-06,Area_11,T136,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,39996,1240,135792.40,0.0310,109.51
2025-07,Area_11,T136,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,180477,7553,273144.95,0.0419,36.16
2025-07,Area_11,T136,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,37529,1344,47543.91,0.0358,35.37
2025-07,Area_11,T136,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,202088,9674,901331.68,0.0479,93.17
2025-07,Area_11,T136,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,185301,3709,152442.38,0.0200,41.10
2025-08,Area_11,T136,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,280186,9067,462171.49,0.0324,50.97
2025-08,Area_11,T136,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,114527,5623,553276.50,0.0491,98.40
2025-08,Area_11,T136,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,83138,2068,177799.12,0.0249,85.98
2025-08,Area_11,T136,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,103038,4403,188635.90,0.0427,42.84
2025-09,Area_11,T136,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,289066,7441,235733.94,0.0257,31.68
2025-09,Area_11,T136,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,220015,5055,248903.66,0.0230,49.24
2025-09,Area_11,T136,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,247997,6243,340458.25,0.0252,54.53
2025-09,Area_11,T136,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,122391,4702,265063.74,0.0384,56.37
2025-10,Area_11,T136,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,163635,3742,334351.38,0.0229,89.35
2025-10,Area_11,T136,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,184762,2369,206779.36,0.0128,87.29
2025-10,Area_11,T136,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,103184,4316,181806.24,0.0418,42.12
2025-10,Area_11,T136,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,245407,11929,803076.01,0.0486,67.32
2025-11,Area_11,T136,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,239678,5656,522016.80,0.0236,92.29
2025-11,Area_11,T136,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,107273,3743,389949.00,0.0349,104.18
2025-11,Area_11,T136,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,213481,6516,280243.05,0.0305,43.01
2025-11,Area_11,T136,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,215428,2269,221580.89,0.0105,97.66
2025-12,Area_11,T136,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,157098,4347,366108.53,0.0277,84.22
2025-12,Area_11,T136,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,132105,6564,705245.71,0.0497,107.44
2025-12,Area_11,T136,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,241716,3613,170310.10,0.0149,47.14
2025-12,Area_11,T136,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,49550,2506,183809.71,0.0506,73.35
2025-01,Area_9,T112,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,115494,6812,318989.63,0.0590,46.83
2025-01,Area_9,T112,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,200249,9061,589858.87,0.0452,65.10
2025-01,Area_9,T112,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,212573,10690,503913.97,0.0503,47.14
2025-01,Area_9,T112,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,238816,12779,432764.07,0.0535,33.87
2025-02,Area_9,T112,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,36978,694,80522.49,0.0188,116.03
2025-02,Area_9,T112,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,252459,10760,1047809.61,0.0426,97.38
2025-02,Area_9,T112,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,58725,1125,94812.04,0.0192,84.28
2025-02,Area_9,T112,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,73333,2756,229237.15,0.0376,83.18
2025-03,Area_9,T112,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,185043,5860,349682.37,0.0317,59.67
2025-03,Area_9,T112,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,271831,2920,198888.70,0.0107,68.11
2025-03,Area_9,T112,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,134832,2759,121638.26,0.0205,44.09
2025-03,Area_9,T112,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,88682,2726,254260.40,0.0307,93.27
2025-04,Area_9,T112,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,155486,8032,361407.05,0.0517,45.00
2025-04,Area_9,T112,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,155009,7211,528477.20,0.0465,73.29
2025-04,Area_9,T112,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,134360,3451,117970.50,0.0257,34.18
2025-04,Area_9,T112,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,260904,12246,1338444.44,0.0469,109.30
2025-05,Area_9,T112,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,212608,6545,687471.69,0.0308,105.04
2025-05,Area_9,T112,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,38325,1097,47208.61,0.0286,43.03
2025-05,Area_9,T112,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,37669,629,32719.71,0.0167,52.02
2025-05,Area_9,T112,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,152915,4657,441592.44,0.0305,94.82
2025-06,Area_9,T112,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,272862,10706,1087973.54,0.0392,101.62
2025-06,Area_9,T112,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,249707,7352,181899.98,0.0294,24.74
2025-06,Area_9,T112,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,123235,6843,795362.40,0.0555,116.23
2025-06,Area_9,T112,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,270168,9386,884452.40,0.0347,94.23
2025-07,Area_9,T112,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,131860,5833,189830.19,0.0442,32.54
2025-07,Area_9,T112,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,159728,5452,289510.06,0.0341,53.10
2025-07,Area_9,T112,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,122566,3142,322622.79,0.0256,102.68
2025-07,Area_9,T112,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,229304,11395,1355253.66,0.0497,118.93
2025-08,Area_9,T112,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,100522,5955,136272.03,0.0592,22.88
2025-08,Area_9,T112,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,42462,425,13894.78,0.0100,32.69
2025-08,Area_9,T112,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,112889,5863,136211.13,0.0519,23.23
2025-08,Area_9,T112,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,197505,9661,781161.02,0.0489,80.86
2025-09,Area_9,T112,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,295455,4927,251561.30,0.0167,51.06
2025-09,Area_9,T112,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,34588,2012,148682.95,0.0582,73.90
2025-09,Area_9,T112,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,181929,9782,602075.64,0.0538,61.55
2025-09,Area_9,T112,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,180389,6774,615540.40,0.0376,90.87
2025-10,Area_9,T112,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,270309,6808,763224.11,0.0252,112.11
2025-10,Area_9,T112,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,74078,2096,92559.88,0.0283,44.16
2025-10,Area_9,T112,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,118938,6797,676351.04,0.0571,99.51
2025-10,Area_9,T112,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,178818,8154,476975.34,0.0456,58.50
2025-11,Area_9,T112,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,185229,9106,1058831.85,0.0492,116.28
2025-11,Area_9,T112,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,248208,8450,486983.49,0.0340,57.63
2025-11,Area_9,T112,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,148614,1631,164030.45,0.0110,100.57
2025-11,Area_9,T112,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,84829,2698,106515.37,0.0318,39.48
2025-12,Area_9,T112,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,188217,6459,321949.28,0.0343,49.85
2025-12,Area_9,T112,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,154011,8545,1010352.73,0.0555,118.24
2025-12,Area_9,T112,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,161280,7503,180316.03,0.0465,24.03
2025-12,Area_9,T112,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,199992,10682,528454.40,0.0534,49.47
2025-01,Area_9,T117,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,107122,2270,122680.13,0.0212,54.04
2025-01,Area_9,T117,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,103211,1802,79467.53,0.0175,44.10
2025-01,Area_9,T117,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,99993,2651,58249.30,0.0265,21.97
2025-01,Area_9,T117,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,239973,7139,381942.62,0.0297,53.50
2025-02,Area_9,T117,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,50653,1090,60030.37,0.0215,55.07
2025-02,Area_9,T117,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,211175,9263,453500.46,0.0439,48.96
2025-02,Area_9,T117,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,240375,9218,814495.50,0.0383,88.36
2025-02,Area_9,T117,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,168346,5112,581208.46,0.0304,113.69
2025-03,Area_9,T117,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,255020,7730,750612.66,0.0303,97.10
2025-03,Area_9,T117,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,234992,3842,99329.76,0.0163,25.85
2025-03,Area_9,T117,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,284038,5079,189959.91,0.0179,37.40
2025-03,Area_9,T117,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,93527,5268,578491.64,0.0563,109.81
2025-04,Area_9,T117,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,178731,5178,365851.59,0.0290,70.66
2025-04,Area_9,T117,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,219378,5631,278795.80,0.0257,49.51
2025-04,Area_9,T117,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,34633,1954,196241.14,0.0564,100.43
2025-04,Area_9,T117,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,143425,2134,234269.63,0.0149,109.78
2025-05,Area_9,T117,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,200160,3685,288038.52,0.0184,78.17
2025-05,Area_9,T117,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,221466,8029,323563.53,0.0363,40.30
2025-05,Area_9,T117,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,131174,6538,516780.59,0.0498,79.04
2025-05,Area_9,T117,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,88447,3308,298625.83,0.0374,90.27
2025-06,Area_9,T117,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,299778,13642,1196869.75,0.0455,87.73
2025-06,Area_9,T117,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,75063,3491,228053.65,0.0465,65.33
2025-06,Area_9,T117,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,30638,1331,55387.68,0.0434,41.61
2025-06,Area_9,T117,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,241668,2907,171731.89,0.0120,59.08
2025-07,Area_9,T117,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,138171,8141,171506.55,0.0589,21.07
2025-07,Area_9,T117,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,280339,6268,749708.41,0.0224,119.61
2025-07,Area_9,T117,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,111782,4547,451761.46,0.0407,99.35
2025-07,Area_9,T117,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,141399,4932,333413.41,0.0349,67.60
2025-08,Area_9,T117,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,90283,1002,101891.17,0.0111,101.69
2025-08,Area_9,T117,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,161758,6443,518533.78,0.0398,80.48
2025-08,Area_9,T117,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,121732,4939,442549.91,0.0406,89.60
2025-08,Area_9,T117,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,269465,4149,111876.07,0.0154,26.96
2025-09,Area_9,T117,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,129384,5493,199695.65,0.0425,36.35
2025-09,Area_9,T117,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,88232,3568,135332.90,0.0404,37.93
2025-09,Area_9,T117,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,256503,15082,1619136.52,0.0588,107.36
2025-09,Area_9,T117,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,158982,8031,800568.77,0.0505,99.68
2025-10,Area_9,T117,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,40092,1285,28007.59,0.0321,21.80
2025-10,Area_9,T117,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,224300,12308,796525.15,0.0549,64.72
2025-10,Area_9,T117,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,175223,3411,331318.32,0.0195,97.13
2025-10,Area_9,T117,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,59051,3041,351580.00,0.0515,115.61
2025-11,Area_9,T117,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,150613,1719,176804.35,0.0114,102.85
2025-11,Area_9,T117,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,216201,4962,450885.39,0.0230,90.87
2025-11,Area_9,T117,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,66638,1081,84989.10,0.0162,78.62
2025-11,Area_9,T117,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,191813,11443,1096585.68,0.0597,95.83
2025-12,Area_9,T117,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,248978,8820,596896.92,0.0354,67.68
2025-12,Area_9,T117,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,212081,8906,944261.58,0.0420,106.03
2025-12,Area_9,T117,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,230171,5738,612210.77,0.0249,106.69
2025-12,Area_9,T117,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,188410,3503,90805.92,0.0186,25.92
2025-01,Area_14,T185,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,235859,3902,349705.60,0.0165,89.62
2025-01,Area_14,T185,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,101991,3791,345618.67,0.0372,91.17
2025-01,Area_14,T185,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,179156,2919,321994.16,0.0163,110.31
2025-01,Area_14,T185,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,249415,8287,782597.93,0.0332,94.44
2025-02,Area_14,T185,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,279013,8770,286527.07,0.0314,32.67
2025-02,Area_14,T185,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,71369,3517,232986.06,0.0493,66.25
2025-02,Area_14,T185,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,225383,4169,223182.51,0.0185,53.53
2025-02,Area_14,T185,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,231284,11391,1163679.15,0.0493,102.16
2025-03,Area_14,T185,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,216523,3517,79722.22,0.0162,22.67
2025-03,Area_14,T185,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,255892,13815,338590.25,0.0540,24.51
2025-03,Area_14,T185,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,105637,1229,82079.93,0.0116,66.79
2025-03,Area_14,T185,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,83083,2643,307196.68,0.0318,116.23
2025-04,Area_14,T185,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,158355,8332,623567.66,0.0526,74.84
2025-04,Area_14,T185,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,227627,11761,644534.51,0.0517,54.80
2025-04,Area_14,T185,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,290888,10629,267516.71,0.0365,25.17
2025-04,Area_14,T185,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,197175,3279,142110.64,0.0166,43.34
2025-05,Area_14,T185,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,26277,1085,98074.61,0.0413,90.39
2025-05,Area_14,T185,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,216955,7022,695082.94,0.0324,98.99
2025-05,Area_14,T185,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,278445,9033,237439.17,0.0324,26.29
2025-05,Area_14,T185,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,114515,5091,411205.06,0.0445,80.77
2025-06,Area_14,T185,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,239601,9353,550080.87,0.0390,58.81
2025-06,Area_14,T185,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,32938,702,54440.17,0.0213,77.55
2025-06,Area_14,T185,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,170033,4454,350588.95,0.0262,78.71
2025-06,Area_14,T185,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,157046,8264,378441.21,0.0526,45.79
2025-07,Area_14,T185,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,274043,11932,1077571.65,0.0435,90.31
2025-07,Area_14,T185,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,168843,2449,197393.07,0.0145,80.60
2025-07,Area_14,T185,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,158117,9246,874906.77,0.0585,94.63
2025-07,Area_14,T185,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,290706,14363,1298565.09,0.0494,90.41
2025-08,Area_14,T185,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,51589,1438,68370.85,0.0279,47.55
2025-08,Area_14,T185,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,228574,6479,334964.93,0.0283,51.70
2025-08,Area_14,T185,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,71574,2803,206969.09,0.0392,73.84
2025-08,Area_14,T185,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,84230,4348,456878.49,0.0516,105.08
2025-09,Area_14,T185,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,239700,3193,64365.98,0.0133,20.16
2025-09,Area_14,T185,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,266514,15952,1551190.03,0.0599,97.24
2025-09,Area_14,T185,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,213242,3555,88148.97,0.0167,24.80
2025-09,Area_14,T185,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,101147,2620,95888.65,0.0259,36.60
2025-10,Area_14,T185,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,203208,3554,274307.95,0.0175,77.18
2025-10,Area_14,T185,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,134427,2877,60856.03,0.0214,21.15
2025-10,Area_14,T185,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,294915,6906,620139.32,0.0234,89.80
2025-10,Area_14,T185,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,187071,10022,230886.42,0.0536,23.04
2025-11,Area_14,T185,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,263722,3247,151389.98,0.0123,46.62
2025-11,Area_14,T185,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,63039,3660,163509.56,0.0581,44.67
2025-11,Area_14,T185,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,114594,3058,283692.61,0.0267,92.77
2025-11,Area_14,T185,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,179950,4229,172051.41,0.0235,40.68
2025-12,Area_14,T185,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,247561,4699,417792.36,0.0190,88.91
2025-12,Area_14,T185,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,57805,3424,174530.93,0.0592,50.97
2025-12,Area_14,T185,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,94176,4641,405399.14,0.0493,87.35
2025-12,Area_14,T185,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,108919,4554,423833.54,0.0418,93.07
2025-01,Area_10,T129,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,199340,11412,389846.87,0.0572,34.16
2025-01,Area_10,T129,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,67800,1348,140646.72,0.0199,104.34
2025-01,Area_10,T129,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,194735,5160,599687.93,0.0265,116.22
2025-01,Area_10,T129,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,253229,15138,685241.25,0.0598,45.27
2025-02,Area_10,T129,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,61190,1556,126247.15,0.0254,81.14
2025-02,Area_10,T129,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,298642,3214,135029.54,0.0108,42.01
2025-02,Area_10,T129,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,181171,3361,360720.79,0.0186,107.33
2025-02,Area_10,T129,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,55814,3226,65494.53,0.0578,20.30
2025-03,Area_10,T129,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,52844,820,50800.12,0.0155,61.95
2025-03,Area_10,T129,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,43052,507,17072.48,0.0118,33.67
2025-03,Area_10,T129,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,87021,4935,141350.56,0.0567,28.64
2025-03,Area_10,T129,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,207964,3483,232891.37,0.0167,66.87
2025-04,Area_10,T129,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,214941,4146,488396.07,0.0193,117.80
2025-04,Area_10,T129,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,128611,4029,136702.64,0.0313,33.93
2025-04,Area_10,T129,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,259040,6684,417411.01,0.0258,62.45
2025-04,Area_10,T129,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,285161,12334,1098778.71,0.0433,89.09
2025-05,Area_10,T129,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,209340,3311,185469.69,0.0158,56.02
2025-05,Area_10,T129,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,200786,8550,780274.20,0.0426,91.26
2025-05,Area_10,T129,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,201417,2501,87164.21,0.0124,34.85
2025-05,Area_10,T129,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,137116,7924,890102.53,0.0578,112.33
2025-06,Area_10,T129,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,197043,5482,198873.86,0.0278,36.28
2025-06,Area_10,T129,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,106134,1893,118578.67,0.0178,62.64
2025-06,Area_10,T129,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,292409,10052,902314.14,0.0344,89.76
2025-06,Area_10,T129,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,128007,7479,220561.63,0.0584,29.49
2025-07,Area_10,T129,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,26050,986,97352.60,0.0379,98.73
2025-07,Area_10,T129,Paid Search,Google Ads,CAMP_002,PS_NONBRAND_2025,204750,3855,187106.81,0.0188,48.54
2025-07,Area_10,T129,Paid Search,Google Ads,CAMP_003,PS_COMPETITOR_2025,275540,9241,996286.25,0.0335,107.81
2025-07,Area_10,T129,Paid Search,Google Ads,CAMP_004,PS_GENERIC_2025,177591,9030,295801.55,0.0508,32.76
2025-08,Area_10,T129,Paid Search,Google Ads,CAMP_001,PS_BRAND_2025,27971,998,100103.94,0.0357,100.30
