CONGRESS_INTERACTION_ID,CUSTOMER_ID,TIER,CONGRESS_NAME,MODE,START_TIME,END_TIME,INVITATION_SENT,REGISTERED,ATTENDED,SESSIONS_ATTENDED,MINUTES_SPENT,PARTICIPATION_TYPE,BOOTH_VISIT,MSL_MEETING,INTENT_SCORE,POST_CONGRESS_FOLLOWUP
CON00462,4028538906,tier_2,Therapy Advance Z,Physical,2025-10-27 11:00:00.000,2025-10-27 13:00:00.000,true,true,false,0,0,Speaker,false,false,2,true
CON00463,4028538906,tier_2,Global Med Summit A,Hybrid,2025-08-17 11:00:00.000,2025-08-17 14:00:00.000,true,true,true,5,200,Speaker,false,false,3,false
CON00464,4028538906,tier_2,Med Innovation Hub,Physical,2025-06-25 15:00:00.000,2025-06-25 23:00:00.000,true,true,true,3,180,Delegate,true,false,5,false
CON00465,2399828008,tier_1,Future Care 360,Hybrid,2025-02-22 15:00:00.000,2025-02-22 22:00:00.000,true,false,false,0,0,Speaker,false,false,2,true
CON00466,1899568986,tier_2,World Therapy Connect,Virtual,2025-04-10 16:00:00.000,2025-04-11 00:00:00.000,true,true,true,5,225,Delegate,false,true,5,true
CON00467,1899568986,tier_2,Future Care 360,Physical,2025-04-11 09:00:00.000,2025-04-11 13:00:00.000,true,false,false,0,0,Delegate,false,false,1,false
CON00468,7998742060,tier_2,Future Care 360,Physical,2025-12-24 08:00:00.000,2025-12-24 15:00:00.000,true,false,false,0,0,Delegate,false,false,2,false
CON00469,8465744235,tier_2,Med Innovation Hub,Hybrid,2025-09-11 15:00:00.000,2025-09-11 20:00:00.000,true,true,true,4,240,Delegate,false,false,3,false
CON00470,8465744235,tier_2,World Therapy Connect,Virtual,2025-09-20 15:00:00.000,2025-09-20 22:00:00.000,true,true,true,1,60,Delegate,true,false,5,false
CON00471,3935236325,tier_1,Health Forum X,Physical,2025-06-19 13:00:00.000,2025-06-19 18:00:00.000,true,true,false,0,0,Delegate,false,false,3,false
CON00472,3935236325,tier_1,Global Med Summit A,Hybrid,2025-03-16 09:00:00.000,2025-03-16 12:00:00.000,true,true,true,3,120,Delegate,false,true,3,true
CON00473,3935236325,tier_1,Health Forum X,Physical,2025-02-21 10:00:00.000,2025-02-21 18:00:00.000,true,true,true,5,300,Delegate,true,true,3,true
CON00474,3495058665,tier_1,Clinical Excellence Y,Hybrid,2025-12-14 16:00:00.000,2025-12-15 00:00:00.000,true,true,false,0,0,Delegate,false,false,1,true
CON00475,3495058665,tier_1,Global Med Summit A,Hybrid,2025-07-10 09:00:00.000,2025-07-10 15:00:00.000,true,true,true,5,300,Delegate,true,false,4,true
CON00476,3495058665,tier_1,Med Innovation Hub,Hybrid,2025-05-15 13:00:00.000,2025-05-15 15:00:00.000,true,true,true,1,60,Delegate,false,true,4,false
CON00477,7677740449,tier_1,Therapy Advance Z,Physical,2025-05-05 10:00:00.000,2025-05-05 12:00:00.000,true,false,false,0,0,Speaker,false,false,1,false
CON00478,7677740449,tier_1,Global Med Summit A,Physical,2025-12-15 13:00:00.000,2025-12-15 18:00:00.000,true,true,true,2,60,Delegate,true,false,4,true
CON00479,7677740449,tier_1,Future Care 360,Hybrid,2025-12-23 10:00:00.000,2025-12-23 17:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON00480,3185459760,tier_1,Future Care 360,Virtual,2025-05-23 14:00:00.000,2025-05-23 17:00:00.000,true,true,false,0,0,Delegate,false,false,3,true
CON00481,3185459760,tier_1,Global Med Summit A,Virtual,2025-09-19 10:00:00.000,2025-09-19 17:00:00.000,true,false,false,0,0,Chairperson,false,false,2,true
CON00482,3185459760,tier_1,Clinical Excellence Y,Hybrid,2025-04-10 11:00:00.000,2025-04-10 14:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON00483,6121136845,tier_2,Therapy Advance Z,Hybrid,2025-02-27 15:00:00.000,2025-02-27 23:00:00.000,true,true,true,5,200,Delegate,false,false,5,true
CON00484,6121136845,tier_2,Health Forum X,Hybrid,2025-09-04 11:00:00.000,2025-09-04 19:00:00.000,true,true,true,4,180,Delegate,true,false,5,false
CON00485,6121136845,tier_2,Med Innovation Hub,Virtual,2025-05-22 08:00:00.000,2025-05-22 15:00:00.000,true,true,true,6,270,Delegate,false,false,5,true
CON00486,7592376703,tier_1,World Therapy Connect,Virtual,2025-07-01 14:00:00.000,2025-07-01 22:00:00.000,true,true,true,4,240,Delegate,true,false,3,true
CON00487,7592376703,tier_1,Global Med Summit A,Virtual,2025-07-17 09:00:00.000,2025-07-17 11:00:00.000,true,true,true,5,225,Delegate,false,false,4,true
CON00488,7743395346,tier_2,Global Med Summit A,Physical,2025-10-27 09:00:00.000,2025-10-27 11:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON00489,3467594155,tier_2,Global Med Summit A,Virtual,2025-04-06 14:00:00.000,2025-04-06 19:00:00.000,true,true,true,6,240,Speaker,true,false,3,true
CON00490,9598964222,tier_2,Health Forum X,Hybrid,2025-04-05 10:00:00.000,2025-04-05 16:00:00.000,true,false,false,0,0,Chairperson,false,false,1,true
CON00491,9598964222,tier_2,Global Med Summit A,Virtual,2025-01-25 08:00:00.000,2025-01-25 13:00:00.000,true,true,true,6,270,Delegate,true,true,4,false
CON00492,9598964222,tier_2,Clinical Excellence Y,Hybrid,2025-02-18 09:00:00.000,2025-02-18 16:00:00.000,true,false,false,0,0,Delegate,false,false,3,false
CON00493,3734772170,tier_1,Clinical Excellence Y,Virtual,2025-03-10 10:00:00.000,2025-03-10 15:00:00.000,true,true,true,1,60,Speaker,false,true,3,false
CON00494,3734772170,tier_1,Therapy Advance Z,Hybrid,2025-05-26 10:00:00.000,2025-05-26 12:00:00.000,true,true,true,3,120,Delegate,false,true,5,false
CON00495,3734772170,tier_1,Therapy Advance Z,Hybrid,2025-04-12 16:00:00.000,2025-04-12 18:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON00496,2824779336,tier_1,Global Med Summit A,Virtual,2025-03-07 15:00:00.000,2025-03-07 22:00:00.000,true,true,false,0,0,Speaker,false,false,3,true
CON00497,2824779336,tier_1,Clinical Excellence Y,Hybrid,2025-07-19 13:00:00.000,2025-07-19 18:00:00.000,true,true,true,4,180,Speaker,true,false,5,true
CON00498,2824779336,tier_1,Med Innovation Hub,Hybrid,2025-01-14 15:00:00.000,2025-01-14 22:00:00.000,true,true,true,5,150,Delegate,true,false,3,false
CON00499,1078182268,tier_1,World Therapy Connect,Physical,2025-11-29 13:00:00.000,2025-11-29 20:00:00.000,true,true,true,3,180,Chairperson,true,false,5,true
CON00500,1078182268,tier_1,Future Care 360,Virtual,2025-04-08 08:00:00.000,2025-04-08 15:00:00.000,true,true,true,5,150,Delegate,true,false,5,true
CON00501,1078182268,tier_1,Global Med Summit A,Hybrid,2025-04-24 09:00:00.000,2025-04-24 14:00:00.000,true,true,true,3,120,Delegate,true,true,3,false
CON00502,2636173443,tier_2,Future Care 360,Physical,2025-06-29 14:00:00.000,2025-06-29 22:00:00.000,true,true,true,5,200,Delegate,true,false,5,true
CON00503,2636173443,tier_2,Future Care 360,Physical,2025-07-31 08:00:00.000,2025-07-31 13:00:00.000,true,true,true,2,120,Speaker,false,false,3,true
CON00504,5121511428,tier_2,Therapy Advance Z,Physical,2025-05-30 13:00:00.000,2025-05-30 20:00:00.000,true,true,true,4,180,Delegate,false,false,5,true
CON00505,5121511428,tier_2,Future Care 360,Virtual,2025-09-10 09:00:00.000,2025-09-10 14:00:00.000,true,true,true,6,240,Speaker,false,false,3,false
CON00506,5121511428,tier_2,Med Innovation Hub,Hybrid,2025-05-21 09:00:00.000,2025-05-21 15:00:00.000,true,true,true,5,200,Delegate,true,false,4,true
CON00507,3856494412,tier_2,Future Care 360,Virtual,2025-09-25 11:00:00.000,2025-09-25 18:00:00.000,true,true,true,6,270,Delegate,true,false,3,true
CON00508,3856494412,tier_2,Med Innovation Hub,Virtual,2025-03-05 16:00:00.000,2025-03-05 18:00:00.000,true,true,true,2,120,Delegate,true,false,4,false
CON00509,3856494412,tier_2,World Therapy Connect,Virtual,2025-07-30 11:00:00.000,2025-07-30 16:00:00.000,true,false,false,0,0,Chairperson,false,false,2,true
CON00510,1171971562,tier_2,Therapy Advance Z,Virtual,2025-02-11 14:00:00.000,2025-02-11 20:00:00.000,true,true,true,1,40,Delegate,true,false,4,true
CON00511,1171971562,tier_2,World Therapy Connect,Physical,2025-11-26 12:00:00.000,2025-11-26 18:00:00.000,true,true,true,1,60,Delegate,true,false,4,true
CON00512,1539154844,tier_1,Global Med Summit A,Physical,2025-07-13 13:00:00.000,2025-07-13 17:00:00.000,true,false,false,0,0,Delegate,false,false,3,false
CON00513,1539154844,tier_1,World Therapy Connect,Hybrid,2025-12-27 09:00:00.000,2025-12-27 12:00:00.000,true,false,false,0,0,Speaker,false,false,2,true
CON00514,1539154844,tier_1,Therapy Advance Z,Hybrid,2025-08-21 08:00:00.000,2025-08-21 15:00:00.000,true,true,true,5,300,Speaker,true,false,5,false
CON00515,6409782227,tier_1,World Therapy Connect,Virtual,2025-08-06 16:00:00.000,2025-08-07 00:00:00.000,true,true,true,5,225,Delegate,false,false,5,true
CON00516,4331716944,tier_1,Future Care 360,Hybrid,2025-11-18 10:00:00.000,2025-11-18 15:00:00.000,true,false,false,0,0,Delegate,false,false,3,true
CON00517,4331716944,tier_1,Therapy Advance Z,Virtual,2025-10-01 09:00:00.000,2025-10-01 11:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON00518,4331716944,tier_1,Clinical Excellence Y,Hybrid,2025-07-30 12:00:00.000,2025-07-30 17:00:00.000,true,false,false,0,0,Delegate,false,false,1,false
CON00519,4630766237,tier_1,World Therapy Connect,Hybrid,2025-08-01 13:00:00.000,2025-08-01 15:00:00.000,true,false,false,0,0,Speaker,false,false,3,false
CON00520,6392658610,tier_2,Future Care 360,Virtual,2025-03-20 14:00:00.000,2025-03-20 21:00:00.000,true,false,false,0,0,Delegate,false,false,3,true
CON00521,9928059165,tier_1,Med Innovation Hub,Virtual,2025-10-04 08:00:00.000,2025-10-04 10:00:00.000,true,true,true,5,225,Delegate,true,false,4,true
CON00522,6985811140,tier_1,Global Med Summit A,Hybrid,2025-03-09 15:00:00.000,2025-03-09 17:00:00.000,true,true,true,4,120,Delegate,true,false,4,true
CON00523,9978623901,tier_1,Clinical Excellence Y,Physical,2025-01-31 14:00:00.000,2025-01-31 16:00:00.000,true,true,true,2,80,Delegate,false,false,4,false
CON00524,9671160436,tier_1,Med Innovation Hub,Virtual,2025-05-13 15:00:00.000,2025-05-13 21:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON00525,9671160436,tier_1,Med Innovation Hub,Virtual,2025-06-28 15:00:00.000,2025-06-28 23:00:00.000,true,true,true,5,200,Delegate,true,false,4,true
CON00526,9671160436,tier_1,Future Care 360,Hybrid,2025-10-15 12:00:00.000,2025-10-15 16:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON00527,9477459298,tier_1,Therapy Advance Z,Hybrid,2025-12-01 09:00:00.000,2025-12-01 11:00:00.000,true,true,true,6,240,Speaker,false,false,3,true
CON00528,9477459298,tier_1,Therapy Advance Z,Virtual,2025-08-02 14:00:00.000,2025-08-02 18:00:00.000,true,true,true,4,180,Delegate,true,true,5,true
CON00529,9477459298,tier_1,Global Med Summit A,Virtual,2025-08-11 09:00:00.000,2025-08-11 14:00:00.000,true,true,true,2,60,Delegate,true,false,4,false
CON00530,7807373610,tier_1,Therapy Advance Z,Physical,2025-07-07 09:00:00.000,2025-07-07 11:00:00.000,true,true,true,5,150,Delegate,false,true,5,true
CON00531,7807373610,tier_1,Health Forum X,Physical,2025-11-05 15:00:00.000,2025-11-05 18:00:00.000,true,true,true,3,180,Delegate,true,false,5,true
CON00532,3001185693,tier_1,Health Forum X,Hybrid,2025-09-03 08:00:00.000,2025-09-03 12:00:00.000,true,false,false,0,0,Delegate,false,false,2,false
CON00533,3001185693,tier_1,World Therapy Connect,Virtual,2025-05-05 08:00:00.000,2025-05-05 15:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON00534,5473521939,tier_2,Med Innovation Hub,Hybrid,2025-04-04 15:00:00.000,2025-04-04 22:00:00.000,true,false,false,0,0,Chairperson,false,false,1,false
CON00535,5473521939,tier_2,Clinical Excellence Y,Hybrid,2025-08-16 15:00:00.000,2025-08-16 23:00:00.000,true,true,true,6,180,Delegate,false,false,5,false
CON00536,9499096659,tier_1,Therapy Advance Z,Hybrid,2025-07-16 15:00:00.000,2025-07-16 23:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON00537,9499096659,tier_1,Health Forum X,Virtual,2025-03-16 08:00:00.000,2025-03-16 15:00:00.000,true,true,true,1,60,Chairperson,true,false,5,true
CON00538,9290886646,tier_2,Med Innovation Hub,Hybrid,2025-08-03 12:00:00.000,2025-08-03 16:00:00.000,true,false,false,0,0,Delegate,false,false,3,true
CON00539,9290886646,tier_2,Future Care 360,Physical,2025-11-20 15:00:00.000,2025-11-20 18:00:00.000,true,false,false,0,0,Delegate,false,false,2,false
CON00540,7615510046,tier_1,Med Innovation Hub,Physical,2025-10-28 09:00:00.000,2025-10-28 11:00:00.000,true,true,true,2,60,Delegate,true,true,4,false
CON00541,7615510046,tier_1,Global Med Summit A,Physical,2025-08-17 14:00:00.000,2025-08-17 16:00:00.000,true,true,false,0,0,Delegate,false,false,2,false
CON00542,7615510046,tier_1,Health Forum X,Physical,2025-02-27 16:00:00.000,2025-02-27 19:00:00.000,true,false,false,0,0,Delegate,false,false,2,false
CON00543,2322440498,tier_2,Clinical Excellence Y,Physical,2025-10-02 13:00:00.000,2025-10-02 17:00:00.000,true,true,false,0,0,Speaker,false,false,2,true
CON00544,2322440498,tier_2,Future Care 360,Virtual,2025-10-01 08:00:00.000,2025-10-01 15:00:00.000,true,true,true,4,180,Delegate,false,false,4,true
CON00545,2322440498,tier_2,Clinical Excellence Y,Virtual,2025-01-05 15:00:00.000,2025-01-05 19:00:00.000,true,true,true,6,270,Delegate,false,true,5,false
CON00546,6665995131,tier_1,Global Med Summit A,Physical,2025-06-07 09:00:00.000,2025-06-07 13:00:00.000,true,false,false,0,0,Speaker,false,false,3,false
CON00547,2494016456,tier_1,Therapy Advance Z,Hybrid,2025-01-26 14:00:00.000,2025-01-26 19:00:00.000,true,true,true,5,225,Delegate,true,false,3,false
CON00548,9860190368,tier_2,Clinical Excellence Y,Hybrid,2025-06-26 15:00:00.000,2025-06-26 18:00:00.000,true,true,true,5,200,Speaker,true,false,5,true
CON00549,3107143492,tier_2,Global Med Summit A,Hybrid,2025-10-06 15:00:00.000,2025-10-06 19:00:00.000,true,true,false,0,0,Delegate,false,false,3,true
CON00550,3107143492,tier_2,Health Forum X,Hybrid,2025-11-25 08:00:00.000,2025-11-25 11:00:00.000,true,true,true,5,225,Chairperson,false,false,4,false
CON00551,3107143492,tier_2,Med Innovation Hub,Physical,2025-03-17 16:00:00.000,2025-03-17 18:00:00.000,true,true,true,4,180,Delegate,true,false,4,true
CON00552,3936718772,tier_2,Future Care 360,Physical,2025-03-27 11:00:00.000,2025-03-27 13:00:00.000,true,true,true,2,60,Delegate,false,true,5,false
CON00553,3936718772,tier_2,Med Innovation Hub,Physical,2025-06-14 10:00:00.000,2025-06-14 14:00:00.000,true,true,true,3,135,Delegate,true,true,3,false
CON00554,3936718772,tier_2,Med Innovation Hub,Physical,2025-03-06 16:00:00.000,2025-03-07 00:00:00.000,true,true,true,3,120,Delegate,true,true,4,true
CON00555,4223575360,tier_2,Clinical Excellence Y,Virtual,2025-08-15 10:00:00.000,2025-08-15 13:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON00556,4223575360,tier_2,Future Care 360,Hybrid,2025-10-16 15:00:00.000,2025-10-16 21:00:00.000,true,true,true,2,80,Delegate,true,false,4,true
CON00557,4223575360,tier_2,World Therapy Connect,Physical,2025-12-25 12:00:00.000,2025-12-25 20:00:00.000,true,true,true,6,270,Delegate,true,false,4,true
CON00558,3796128172,tier_2,Med Innovation Hub,Virtual,2025-01-16 08:00:00.000,2025-01-16 12:00:00.000,true,false,false,0,0,Delegate,false,false,3,false
CON00559,1474874379,tier_1,Global Med Summit A,Hybrid,2025-06-09 09:00:00.000,2025-06-09 14:00:00.000,true,true,true,5,225,Delegate,false,true,5,true
CON00560,1474874379,tier_1,Health Forum X,Physical,2025-06-11 13:00:00.000,2025-06-11 15:00:00.000,true,true,true,1,45,Delegate,false,false,5,false
CON00561,1474874379,tier_1,Med Innovation Hub,Hybrid,2025-03-31 14:00:00.000,2025-03-31 19:00:00.000,true,true,true,6,360,Speaker,true,false,4,true
CON00562,8054633195,tier_1,Health Forum X,Hybrid,2025-04-07 10:00:00.000,2025-04-07 16:00:00.000,true,true,true,4,180,Delegate,false,false,5,false
CON00563,7971169648,tier_2,World Therapy Connect,Physical,2025-11-05 13:00:00.000,2025-11-05 15:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON00564,5159282250,tier_2,Clinical Excellence Y,Physical,2025-07-31 10:00:00.000,2025-07-31 17:00:00.000,true,true,true,3,180,Delegate,false,false,3,true
CON00565,5159282250,tier_2,Health Forum X,Physical,2025-08-24 14:00:00.000,2025-08-24 21:00:00.000,true,true,false,0,0,Delegate,false,false,1,true
CON00566,4170533137,tier_2,World Therapy Connect,Hybrid,2025-04-29 12:00:00.000,2025-04-29 16:00:00.000,true,false,false,0,0,Speaker,false,false,3,false
CON00567,4170533137,tier_2,Future Care 360,Physical,2025-02-23 14:00:00.000,2025-02-23 19:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON00568,4170533137,tier_2,Med Innovation Hub,Physical,2025-02-24 11:00:00.000,2025-02-24 14:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON00569,8043876553,tier_1,Global Med Summit A,Virtual,2025-12-12 09:00:00.000,2025-12-12 15:00:00.000,true,true,true,4,180,Delegate,true,true,5,true
CON00570,9801331561,tier_2,Therapy Advance Z,Physical,2025-11-27 14:00:00.000,2025-11-27 18:00:00.000,true,true,true,4,240,Speaker,false,false,4,false
CON00571,2547058089,tier_2,Therapy Advance Z,Hybrid,2025-06-06 13:00:00.000,2025-06-06 16:00:00.000,true,true,true,3,180,Speaker,true,false,5,false
CON00572,9954610348,tier_2,Clinical Excellence Y,Hybrid,2025-12-06 11:00:00.000,2025-12-06 16:00:00.000,true,true,true,6,240,Chairperson,false,false,5,false
CON00573,9954610348,tier_2,Clinical Excellence Y,Physical,2025-12-07 12:00:00.000,2025-12-07 14:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON00574,2435379115,tier_2,Med Innovation Hub,Virtual,2025-11-12 10:00:00.000,2025-11-12 13:00:00.000,true,true,true,4,120,Delegate,true,true,4,false
CON00575,2435379115,tier_2,Med Innovation Hub,Virtual,2025-08-01 11:00:00.000,2025-08-01 14:00:00.000,true,true,true,6,240,Delegate,true,false,5,true
CON00576,2435379115,tier_2,Health Forum X,Hybrid,2025-06-15 16:00:00.000,2025-06-15 22:00:00.000,true,true,true,5,300,Delegate,false,false,4,true
CON00577,5403274183,tier_2,Med Innovation Hub,Physical,2025-03-17 09:00:00.000,2025-03-17 13:00:00.000,true,true,true,1,45,Delegate,true,true,4,false
CON00578,5403274183,tier_2,Global Med Summit A,Physical,2025-02-19 11:00:00.000,2025-02-19 13:00:00.000,true,true,true,2,80,Delegate,false,false,3,false
CON00579,5403274183,tier_2,Med Innovation Hub,Virtual,2025-11-22 10:00:00.000,2025-11-22 18:00:00.000,true,true,true,3,90,Delegate,false,false,5,false
CON00580,4407703098,tier_2,Clinical Excellence Y,Virtual,2025-12-14 10:00:00.000,2025-12-14 14:00:00.000,true,true,true,2,120,Chairperson,false,false,3,true
CON00581,6038859724,tier_1,Clinical Excellence Y,Physical,2025-03-25 10:00:00.000,2025-03-25 13:00:00.000,true,true,true,5,200,Delegate,false,false,3,true
CON00582,8703469346,tier_2,Global Med Summit A,Physical,2025-12-09 14:00:00.000,2025-12-09 20:00:00.000,true,true,true,3,120,Delegate,false,true,5,true
CON00583,8703469346,tier_2,Med Innovation Hub,Hybrid,2025-02-21 12:00:00.000,2025-02-21 14:00:00.000,true,true,true,3,180,Delegate,false,false,4,true
CON00584,8703469346,tier_2,Health Forum X,Hybrid,2025-07-08 09:00:00.000,2025-07-08 13:00:00.000,true,false,false,0,0,Delegate,false,false,1,true
CON00585,9722380458,tier_1,Future Care 360,Virtual,2025-11-21 15:00:00.000,2025-11-21 19:00:00.000,true,true,true,6,270,Delegate,true,false,5,true
CON00586,2886777150,tier_2,Future Care 360,Physical,2025-02-06 08:00:00.000,2025-02-06 11:00:00.000,true,true,true,3,120,Speaker,true,true,5,true
CON00587,2886777150,tier_2,Med Innovation Hub,Physical,2025-12-04 08:00:00.000,2025-12-04 15:00:00.000,true,true,true,2,90,Delegate,false,true,5,true
CON00588,2886777150,tier_2,Future Care 360,Hybrid,2025-03-04 14:00:00.000,2025-03-04 16:00:00.000,true,false,false,0,0,Speaker,false,false,2,false
CON00589,3179363426,tier_2,Future Care 360,Physical,2025-05-12 12:00:00.000,2025-05-12 14:00:00.000,true,true,true,5,300,Delegate,true,false,4,true
CON00590,3179363426,tier_2,Med Innovation Hub,Hybrid,2025-06-16 16:00:00.000,2025-06-16 21:00:00.000,true,false,false,0,0,Speaker,false,false,1,true
CON00591,3179363426,tier_2,Health Forum X,Hybrid,2025-03-29 10:00:00.000,2025-03-29 15:00:00.000,true,true,true,1,60,Delegate,true,true,3,true
CON00592,1812916595,tier_2,Global Med Summit A,Virtual,2025-07-03 08:00:00.000,2025-07-03 14:00:00.000,true,true,true,1,30,Delegate,true,false,4,false
CON00593,1812916595,tier_2,Therapy Advance Z,Virtual,2025-09-02 13:00:00.000,2025-09-02 21:00:00.000,true,true,true,2,60,Speaker,true,false,5,true
CON00594,1812916595,tier_2,Health Forum X,Hybrid,2025-08-01 13:00:00.000,2025-08-01 20:00:00.000,true,true,true,4,180,Delegate,false,true,3,true
CON00595,2904334779,tier_1,Therapy Advance Z,Physical,2025-01-28 12:00:00.000,2025-01-28 20:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON00596,1488886974,tier_2,Health Forum X,Hybrid,2025-08-28 13:00:00.000,2025-08-28 19:00:00.000,true,false,false,0,0,Delegate,false,false,3,false
CON00597,1488886974,tier_2,Future Care 360,Hybrid,2025-08-19 08:00:00.000,2025-08-19 12:00:00.000,true,true,true,2,80,Delegate,false,false,5,true
CON00598,6875066562,tier_1,Future Care 360,Virtual,2025-09-14 11:00:00.000,2025-09-14 19:00:00.000,true,true,true,2,120,Speaker,true,true,4,true
CON00599,6875066562,tier_1,Global Med Summit A,Virtual,2025-04-11 16:00:00.000,2025-04-11 20:00:00.000,true,true,true,4,240,Delegate,false,false,3,true
CON00600,6875066562,tier_1,Med Innovation Hub,Hybrid,2025-09-10 11:00:00.000,2025-09-10 14:00:00.000,true,true,true,4,180,Delegate,false,false,3,false
CON00601,5205146605,tier_1,Med Innovation Hub,Virtual,2025-01-15 09:00:00.000,2025-01-15 15:00:00.000,true,true,true,1,40,Delegate,true,false,5,false
CON00602,5205146605,tier_1,Global Med Summit A,Hybrid,2025-03-28 12:00:00.000,2025-03-28 18:00:00.000,true,false,false,0,0,Delegate,false,false,3,false
CON00603,1922256702,tier_1,Med Innovation Hub,Hybrid,2025-01-02 12:00:00.000,2025-01-02 17:00:00.000,true,true,true,4,120,Delegate,false,true,3,true
CON00604,1922256702,tier_1,World Therapy Connect,Virtual,2025-08-24 15:00:00.000,2025-08-24 18:00:00.000,true,false,false,0,0,Delegate,false,false,1,false
CON00605,1922256702,tier_1,Therapy Advance Z,Physical,2025-06-06 16:00:00.000,2025-06-06 21:00:00.000,true,true,false,0,0,Delegate,false,false,2,true
CON00606,5326896714,tier_2,Health Forum X,Physical,2025-06-12 09:00:00.000,2025-06-12 12:00:00.000,true,true,true,3,135,Delegate,true,true,3,true
CON00607,1774802960,tier_2,Health Forum X,Physical,2025-09-02 08:00:00.000,2025-09-02 10:00:00.000,true,false,false,0,0,Delegate,false,false,2,true
CON00608,1774802960,tier_2,Global Med Summit A,Virtual,2025-10-15 13:00:00.000,2025-10-15 20:00:00.000,true,true,false,0,0,Delegate,false,false,2,false
CON00609,1774802960,tier_2,Health Forum X,Physical,2025-05-01 15:00:00.000,2025-05-01 20:00:00.000,true,true,false,0,0,Speaker,false,false,1,false
CON00610,9645910818,tier_2,Med Innovation Hub,Virtual,2025-07-05 11:00:00.000,2025-07-05 16:00:00.000,true,true,true,6,240,Delegate,false,false,3,true
CON00611,9645910818,tier_2,Therapy Advance Z,Physical,2025-05-21 08:00:00.000,2025-05-21 15:00:00.000,true,true,true,5,225,Delegate,false,false,4,false
CON00612,9645910818,tier_2,Future Care 360,Virtual,2025-02-11 10:00:00.000,2025-02-11 18:00:00.000,true,true,true,1,45,Chairperson,true,true,5,true
CON00613,2735250884,tier_1,Health Forum X,Virtual,2025-08-05 11:00:00.000,2025-08-05 17:00:00.000,true,true,true,2,80,Delegate,true,false,5,true
CON00614,2553989981,tier_1,Med Innovation Hub,Hybrid,2025-03-16 16:00:00.000,2025-03-16 21:00:00.000,true,true,true,1,45,Delegate,true,false,4,true
CON00615,2952000472,tier_2,Med Innovation Hub,Virtual,2025-04-05 08:00:00.000,2025-04-05 15:00:00.000,true,true,true,6,360,Delegate,false,false,4,true
CON00616,2952000472,tier_2,Future Care 360,Virtual,2025-01-17 10:00:00.000,2025-01-17 15:00:00.000,true,true,true,6,360,Delegate,true,false,5,false
CON00617,2952000472,tier_2,Therapy Advance Z,Hybrid,2025-12-12 16:00:00.000,2025-12-12 20:00:00.000,true,true,true,1,60,Delegate,false,false,5,true
CON00618,1202925295,tier_2,Global Med Summit A,Physical,2025-12-22 15:00:00.000,2025-12-22 20:00:00.000,true,true,true,6,270,Delegate,true,false,5,true
CON00619,1202925295,tier_2,Med Innovation Hub,Virtual,2025-03-09 09:00:00.000,2025-03-09 11:00:00.000,true,true,false,0,0,Delegate,false,false,3,true
CON00620,6145219888,tier_2,Future Care 360,Physical,2025-07-06 09:00:00.000,2025-07-06 11:00:00.000,true,true,true,6,240,Delegate,true,true,4,false
CON00621,6145219888,tier_2,Therapy Advance Z,Hybrid,2025-12-21 15:00:00.000,2025-12-21 23:00:00.000,true,true,false,0,0,Delegate,false,false,3,false
CON00622,7876357307,tier_1,Global Med Summit A,Physical,2025-04-14 08:00:00.000,2025-04-14 13:00:00.000,true,true,true,1,30,Delegate,true,false,4,true
CON00623,7876357307,tier_1,Health Forum X,Hybrid,2025-02-27 13:00:00.000,2025-02-27 16:00:00.000,true,true,true,1,40,Delegate,false,true,4,false
CON00624,8958353974,tier_2,Therapy Advance Z,Virtual,2025-05-10 13:00:00.000,2025-05-10 16:00:00.000,true,false,false,0,0,Delegate,false,false,3,true
CON00625,4445541888,tier_1,World Therapy Connect,Virtual,2025-08-21 13:00:00.000,2025-08-21 17:00:00.000,true,true,true,4,180,Delegate,true,false,3,true
CON00626,4445541888,tier_1,Future Care 360,Virtual,2025-10-06 14:00:00.000,2025-10-06 17:00:00.000,true,true,true,2,80,Delegate,true,false,4,true
CON00627,4742221147,tier_2,Future Care 360,Virtual,2025-03-03 08:00:00.000,2025-03-03 14:00:00.000,true,true,true,4,240,Delegate,true,true,5,false
CON00628,4742221147,tier_2,Med Innovation Hub,Virtual,2025-05-24 14:00:00.000,2025-05-24 22:00:00.000,true,false,false,0,0,Delegate,false,false,3,true
CON00629,2187969199,tier_1,Clinical Excellence Y,Physical,2025-02-11 14:00:00.000,2025-02-11 17:00:00.000,true,true,true,4,120,Delegate,false,true,5,true
